gemeentecode;jaar;individuele_cv;blokverwarming;stadsverwarming_hoog_gas;stadsverwarming_laag_gas;stadsverwarming_zonder_gas;elektrisch_hoog_gas;elektrisch_laag_gas;elektrisch_zonder_gas
GM1931;2024;87.0;2.0;n.a.;n.a.;n.a.;3.0;1.0;4.0
GM1940;2022;92.0;1.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
GM1940;2023;89.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;4.0
GM1940;2024;87.0;1.0;n.a.;n.a.;n.a.;3.0;2.0;5.0
GM1942;2022;85.0;11.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
GM1942;2023;83.0;10.0;n.a.;n.a.;n.a.;3.0;0.0;2.0
GM1942;2024;82.0;10.0;n.a.;n.a.;n.a.;3.0;1.0;3.0
GM1945;2022;91.0;3.0;n.a.;n.a.;n.a.;1.0;0.0;3.0
GM1945;2023;88.0;3.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
GM1945;2024;85.0;3.0;n.a.;n.a.;n.a.;3.0;2.0;5.0
GM1948;2022;90.0;2.0;n.a.;n.a.;n.a.;1.0;1.0;4.0
GM1948;2023;87.0;2.0;n.a.;n.a.;n.a.;2.0;1.0;5.0
GM1948;2024;84.0;2.0;n.a.;n.a.;n.a.;3.0;2.0;7.0
GM1949;2022;91.0;2.0;n.a.;n.a.;n.a.;2.0;0.0;2.0
GM1949;2023;88.0;2.0;n.a.;n.a.;n.a.;3.0;1.0;3.0
GM1949;2024;85.0;2.0;n.a.;n.a.;n.a.;4.0;2.0;4.0
GM1950;2022;88.0;4.0;n.a.;n.a.;n.a.;2.0;0.0;2.0
GM1950;2023;85.0;5.0;n.a.;n.a.;n.a.;3.0;1.0;2.0
GM1950;2024;83.0;5.0;n.a.;n.a.;n.a.;4.0;2.0;3.0
GM1952;2022;89.0;5.0;n.a.;n.a.;n.a.;2.0;0.0;2.0
GM1952;2023;85.0;5.0;n.a.;n.a.;n.a.;3.0;1.0;4.0
GM1952;2024;83.0;5.0;n.a.;n.a.;n.a.;4.0;2.0;5.0
GM1954;2022;92.0;2.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
GM1954;2023;89.0;2.0;n.a.;n.a.;n.a.;4.0;2.0;2.0
GM1954;2024;87.0;2.0;n.a.;n.a.;n.a.;4.0;2.0;3.0
GM1955;2022;89.0;2.0;n.a.;n.a.;n.a.;1.0;1.0;5.0
GM1955;2023;86.0;2.0;n.a.;n.a.;n.a.;3.0;1.0;6.0
GM1955;2024;84.0;2.0;n.a.;n.a.;n.a.;3.0;2.0;7.0
GM1959;2022;91.0;1.0;n.a.;n.a.;n.a.;2.0;0.0;3.0
GM1959;2023;88.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;5.0
GM1959;2024;86.0;1.0;n.a.;n.a.;n.a.;3.0;2.0;5.0
GM1960;2022;91.0;1.0;n.a.;n.a.;n.a.;1.0;0.0;4.0
GM1960;2023;87.0;1.0;n.a.;n.a.;n.a.;3.0;1.0;5.0
GM1960;2024;85.0;1.0;n.a.;n.a.;n.a.;4.0;2.0;6.0
GM1961;2022;88.0;4.0;n.a.;n.a.;n.a.;1.0;0.0;4.0
GM1961;2023;86.0;5.0;n.a.;n.a.;n.a.;2.0;1.0;6.0
GM1961;2024;82.0;4.0;n.a.;n.a.;n.a.;2.0;1.0;9.0
GM1963;2022;92.0;2.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
GM1963;2023;89.0;2.0;n.a.;n.a.;n.a.;3.0;1.0;4.0
GM1963;2024;86.0;2.0;n.a.;n.a.;n.a.;3.0;2.0;6.0
GM1966;2022;92.0;2.0;n.a.;n.a.;n.a.;2.0;0.0;2.0
GM1966;2023;88.0;2.0;n.a.;n.a.;n.a.;4.0;1.0;3.0
GM1966;2024;84.0;2.0;n.a.;n.a.;n.a.;5.0;2.0;4.0
GM1969;2022;88.0;2.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
GM1969;2023;84.0;3.0;n.a.;n.a.;n.a.;4.0;2.0;5.0
GM1969;2024;80.0;3.0;n.a.;n.a.;n.a.;6.0;3.0;7.0
GM1970;2022;92.0;2.0;n.a.;n.a.;n.a.;2.0;0.0;2.0
GM1970;2023;89.0;2.0;n.a.;n.a.;n.a.;3.0;1.0;3.0
GM1970;2024;87.0;2.0;n.a.;n.a.;n.a.;4.0;2.0;4.0
GM1978;2022;91.0;3.0;n.a.;n.a.;n.a.;1.0;0.0;3.0
GM1978;2023;88.0;2.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
GM1978;2024;86.0;2.0;n.a.;n.a.;n.a.;3.0;1.0;5.0
GM1979;2022;85.0;5.0;n.a.;n.a.;n.a.;1.0;0.0;5.0
GM1979;2023;79.0;5.0;n.a.;n.a.;n.a.;2.0;1.0;8.0
GM1979;2024;76.0;5.0;n.a.;n.a.;n.a.;3.0;2.0;10.0
GM1980;2022;79.0;1.0;0.0;0.0;12.0;1.0;0.0;5.0
GM1980;2023;75.0;1.0;0.0;0.0;12.0;2.0;1.0;7.0
GM1980;2024;73.0;1.0;0.0;0.0;13.0;2.0;1.0;8.0
GM1982;2022;91.0;2.0;n.a.;n.a.;n.a.;1.0;1.0;3.0
GM1982;2023;88.0;1.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
GM1982;2024;86.0;1.0;n.a.;n.a.;n.a.;2.0;2.0;5.0
GM1991;2022;87.0;5.0;n.a.;n.a.;n.a.;2.0;0.0;4.0
GM1991;2023;85.0;4.0;n.a.;n.a.;n.a.;3.0;1.0;5.0
GM1991;2024;82.0;4.0;n.a.;n.a.;n.a.;3.0;2.0;6.0
GM1992;2022;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.;n.a.
GM1992;2023;87.0;4.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
GM1992;2024;85.0;4.0;n.a.;n.a.;n.a.;2.0;2.0;5.0
