OBJECTID;Potentieel;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
1519;0.0;;GM0957;;;;GM0957;;;;GM0957;;;False;False;False;51.20450149569078;5.969664014813503;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1520;0.0;;GM0957;;;;GM0957;;;;GM0957;;;False;False;False;51.18178948566855;5.942452007113737;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1521;0.0;;GM1903;;;;GM1903;;;;GM1903;;;False;False;False;50.80848664808859;5.700734944042942;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1522;4.0;;GM1641;;;;GM1641;;;;GM1641;;;False;False;False;51.17130451597657;5.8890219772929955;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1523;0.0;;GM0893;;;;GM0893;;;;GM0893;;;False;False;False;51.57214575881863;6.098998308473142;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1524;0.0;;GM0957;;;;GM0957;;;;GM0957;;;False;False;False;51.196182489057435;5.959754001830685;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1525;0.0;;GM0957;;;;GM0957;;;;GM0957;;;False;False;False;51.167075511865214;5.93788710133496;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1526;0.0;;GM1641;;;;GM1641;;;;GM1641;;;False;False;False;51.11853651299162;5.84514726316409;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1527;0.0;;GM0984;;;;GM0984;;;;GM0984;;;False;False;False;51.51681368364968;5.993244729096802;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1528;0.0;;GM1507;;;;GM1507;;;;GM1507;;;False;False;False;51.49407080680101;6.073679916990256;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1529;0.0;;GM0297;;;;GM0297;;;;GM0297;;;False;False;False;51.74611941646649;5.130853969343867;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1530;0.0;;GM0703;;;;GM0703;;;;GM0703;;;False;False;False;51.446677878637196;4.233189443491456;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1531;0.0;;GM0388;;;;GM0388;;;;GM0388;;;False;False;False;52.69215914821858;5.283956649060216;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1533;0.0;;GM1911;;;;GM1911;;;;GM1911;;;False;False;False;52.935761425447524;5.044513192211531;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1534;0.0;;GM1911;;;;GM1911;;;;GM1911;;;False;False;False;52.93672728029698;5.046580736197896;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1535;0.0;;GM1911;;;;GM1911;;;;GM1911;;;False;False;False;52.937696167394336;5.0486541786938055;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1536;0.0;;GM1900;;;;GM1900;;;;GM1900;;;False;False;False;53.07300636078837;5.328000169392636;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1537;0.0;;GM1900;;;;GM1900;;;;GM1900;;;False;False;False;53.073416177699066;5.330532421168804;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1538;0.0;;GM0453;;;;GM0453;;;;GM0453;;;False;False;False;52.47030605984235;4.601797690485324;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1540;0.0;;GM0293;;;;GM0293;;;;GM0293;;;False;False;False;51.96201998935172;5.956340395717594;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1542;0.0;;GM0293;;;;GM0293;;;;GM0293;;;False;False;False;51.96457886908418;5.954965868975092;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1544;0.0;;GM0262;;;;GM0262;;;;GM0262;;;False;False;False;52.16591545437312;6.4303627647530135;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1545;0.0;;GM0363;;;;GM0363;;;;GM0363;;;False;False;False;52.38086291731061;4.958756416305322;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1546;0.0;;GM0262;;;;GM0262;;;;GM0262;;;False;False;False;52.165268555370766;6.431451667766504;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1547;0.0;;GM1735;;;;GM1735;;;;GM1735;;;False;False;False;52.18336374090079;6.479730117349123;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1548;0.0;;GM1735;;;;GM1735;;;;GM1735;;;False;False;False;52.186734560582785;6.486125724595529;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
1549;4.0;;GM1735;;;;GM1735;;;;GM1735;;;False;False;False;52.19485373863178;6.5049979728128955;WarmteAtlas:KoudeUitGemalenStuwen;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:57;
