bu_naam;gm_naam;wvr50;net_wvr50;buurtcode_2023;gemeentecode_2023;buurtcode_2024;gemeentecode_2024;buurtcode_2025;gemeentecode_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;centroid_lat;centroid_lon;geom_wkt;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
Gasselte;Aa en Hunze;33515.823918223;28727.84;BU16801400;GM1680;BU16801400;GM1680;BU16801400;GM1680;False;False;52.97147856833691;6.793815582934116;MULTIPOLYGON (((6.791809 52.979822, 6.791884 52.980644, 6.795142 52.980185, 6.794789 52.979267, 6.798647 52.979222, 6.801842 52.980041, 6.8039 52.98051, 6.807679 52.975701, 6.811937 52.97638, 6.81326 52.974333, 6.812029 52.974179, 6.814369 52.970488, 6.81211 52.969789, 6.799319 52.96584, 6.788759 52.962775, 6.78006 52.96164, 6.776142 52.97484, 6.781808 52.975758, 6.787942 52.976201, 6.792133 52.976252, 6.791869 52.977183, 6.789723 52.977284, 6.786969 52.979414, 6.789399 52.980911, 6.791809 52.979822)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Kostvlies;Aa en Hunze;4349.43819552309;3728.08;BU16801401;GM1680;BU16801401;GM1680;BU16801401;GM1680;False;False;52.98762387292771;6.799853261244808;MULTIPOLYGON (((6.801275 52.98917, 6.802241 52.988977, 6.803141 52.989193, 6.803471 52.988496, 6.804484 52.98873, 6.805382 52.986582, 6.805049 52.985679, 6.804263 52.984559, 6.803211 52.983336, 6.802226 52.982638, 6.8039 52.98051, 6.801842 52.980041, 6.793188 52.992573, 6.79646 52.993161, 6.799177 52.993594, 6.801275 52.98917)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Eext;Aa en Hunze;30061.4231744997;25766.93;BU16800100;GM1680;BU16800100;GM1680;BU16800100;GM1680;False;False;53.01573217644994;6.734351481971251;MULTIPOLYGON (((6.739674 53.026915, 6.738065 53.026104, 6.740219 53.024069, 6.741116 53.02382, 6.742007 53.023795, 6.745343 53.024123, 6.747033 53.021981, 6.747779 53.020248, 6.747851 53.019923, 6.745506 53.019298, 6.745265 53.019687, 6.739413 53.018681, 6.739823 53.01647, 6.740911 53.013822, 6.743067 53.012746, 6.744378 53.012472, 6.742994 53.009707, 6.741276 53.010075, 6.740036 53.010068, 6.740921 53.011366, 6.739289 53.011778, 6.736946 53.015721, 6.736265 53.015667, 6.729885 53.008752, 6.729845 53.006402, 6.729726 52.999456, 6.728696 52.99921, 6.724772 52.998269, 6.723666 52.999941, 6.726904 53.00082, 6.727453 53.010538, 6.726572 53.010524, 6.726657 53.012214, 6.725555 53.012663, 6.723036 53.011792, 6.722269 53.012509, 6.728714 53.015032, 6.72808 53.015989, 6.725937 53.015602, 6.724497 53.01901, 6.728921 53.020262, 6.728841 53.019891, 6.729094 53.019565, 6.729708 53.019443, 6.730571 53.019514, 6.73105 53.019164, 6.733358 53.019858, 6.731732 53.021942, 6.733479 53.022313, 6.736242 53.027362, 6.739674 53.026915)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Verspreide huizen Gasselte;Aa en Hunze;12168.0711422372;10429.77;BU16801409;GM1680;BU16801409;GM1680;BU16801409;GM1680;False;False;52.97671959629874;6.779553075805081;MULTIPOLYGON (((6.801842 52.980041, 6.798647 52.979222, 6.794789 52.979267, 6.795142 52.980185, 6.791884 52.980644, 6.791809 52.979822, 6.789399 52.980911, 6.786969 52.979414, 6.789723 52.977284, 6.791869 52.977183, 6.792133 52.976252, 6.787942 52.976201, 6.781808 52.975758, 6.776142 52.97484, 6.78006 52.96164, 6.729296 52.954928, 6.723123 52.970955, 6.721722 52.974557, 6.741477 52.979759, 6.751808 52.976476, 6.751736 52.977158, 6.76824 52.981285, 6.7684 52.980374, 6.771435 52.981135, 6.771082 52.981877, 6.766982 52.986127, 6.765544 52.986415, 6.775723 52.989352, 6.779604 52.990084, 6.789613 52.991981, 6.793188 52.992573, 6.801842 52.980041)), ((6.836301 52.989667, 6.836594 52.988712, 6.837205 52.987023, 6.830579 52.985623, 6.831994 52.983136, 6.837135 52.984157, 6.837375 52.981938, 6.837478 52.980974, 6.838053 52.979454, 6.838959 52.97806, 6.837768 52.977894, 6.837692 52.97767, 6.814369 52.970488, 6.812029 52.974179, 6.81326 52.974333, 6.811937 52.97638, 6.807679 52.975701, 6.8039 52.98051, 6.802226 52.982638, 6.803211 52.983336, 6.804263 52.984559, 6.805049 52.985679, 6.805382 52.986582, 6.804484 52.98873, 6.803471 52.988496, 6.803141 52.989193, 6.802241 52.988977, 6.801275 52.98917, 6.799177 52.993594, 6.831645 52.999046, 6.831516 52.998245, 6.833408 52.99713, 6.834559 52.995696, 6.835795 52.992769, 6.836673 52.991678, 6.836301 52.989667)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Gasselternijveen;Aa en Hunze;36615.1684827199;31384.43;BU16801500;GM1680;BU16801500;GM1680;BU16801500;GM1680;False;False;52.986373589638305;6.8506782741534575;MULTIPOLYGON (((6.846955 52.988883, 6.866091 52.992095, 6.867312 52.989857, 6.869527 52.990129, 6.870067 52.988801, 6.870774 52.98706, 6.856608 52.984791, 6.857924 52.981159, 6.854309 52.98059, 6.849047 52.979763, 6.84588 52.97927, 6.844096 52.983107, 6.837375 52.981938, 6.837135 52.984157, 6.831994 52.983136, 6.830579 52.985623, 6.837205 52.987023, 6.836594 52.988712, 6.843115 52.989043, 6.842245 52.994171, 6.844935 52.994511, 6.846955 52.988883)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Gasselterboerveen;Aa en Hunze;2766.47939647217;2371.26;BU16801501;GM1680;BU16801501;GM1680;BU16801501;GM1680;False;False;53.000183465229355;6.841524586932376;MULTIPOLYGON (((6.844935 52.994511, 6.842245 52.994171, 6.841355 52.995269, 6.839487 52.998917, 6.839045 53.000253, 6.838129 53.001888, 6.838148 53.003069, 6.838313 53.003636, 6.8379 53.005059, 6.840695 53.005374, 6.840637 53.004985, 6.842741 53.005474, 6.844935 52.994511)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Verspreide huizen Gasselternijveen;Aa en Hunze;0.0;0.0;BU16801509;GM1680;BU16801509;GM1680;BU16801509;GM1680;False;False;52.99521302754239;6.850702386329341;MULTIPOLYGON (((6.846955 52.988883, 6.844935 52.994511, 6.842741 53.005474, 6.846681 53.006388, 6.856946 53.00878, 6.866091 52.992095, 6.846955 52.988883)), ((6.843115 52.989043, 6.836594 52.988712, 6.836301 52.989667, 6.836673 52.991678, 6.835795 52.992769, 6.834559 52.995696, 6.833408 52.99713, 6.831516 52.998245, 6.831645 52.999046, 6.831926 53.000566, 6.83173 53.001611, 6.831212 53.002412, 6.838148 53.003069, 6.838129 53.001888, 6.839045 53.000253, 6.839487 52.998917, 6.841355 52.995269, 6.842245 52.994171, 6.843115 52.989043)), ((6.872321 52.983421, 6.857924 52.981159, 6.856608 52.984791, 6.870774 52.98706, 6.872321 52.983421)), ((6.841916 52.978647, 6.84177 52.978401, 6.839148 52.977994, 6.838959 52.97806, 6.838053 52.979454, 6.837478 52.980974, 6.837375 52.981938, 6.844096 52.983107, 6.84588 52.97927, 6.841916 52.978647)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Gasselternijveenschemond;Aa en Hunze;16480.5243190909;14126.16;BU16801600;GM1680;BU16801600;GM1680;BU16801600;GM1680;False;False;52.99576089391885;6.900415589817318;MULTIPOLYGON (((6.898368 52.9978, 6.922171 53.002005, 6.93468 52.993996, 6.935685 52.993353, 6.927946 52.992142, 6.925523 52.99786, 6.870067 52.988801, 6.869527 52.990129, 6.867312 52.989857, 6.866091 52.992095, 6.893624 52.996897, 6.890713 53.002025, 6.895213 53.002992, 6.898368 52.9978)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Gasselterboerveenschemond;Aa en Hunze;4445.59924406356;3810.51;BU16801601;GM1680;BU16801601;GM1680;BU16801601;GM1680;False;False;53.00867861897056;6.888361956472739;MULTIPOLYGON (((6.907131 53.011629, 6.907184 53.011594, 6.871133 53.003974, 6.869964 53.005815, 6.90462 53.013235, 6.907131 53.011629)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Verspreide huizen Gasselternijveenschemond;Aa en Hunze;1146.53557875183;982.74;BU16801609;GM1680;BU16801609;GM1680;BU16801609;GM1680;False;False;53.00082011811598;6.889747925047651;MULTIPOLYGON (((6.869964 53.005815, 6.871133 53.003974, 6.907184 53.011594, 6.922171 53.002005, 6.898368 52.9978, 6.895213 53.002992, 6.890713 53.002025, 6.893624 52.996897, 6.866091 52.992095, 6.856946 53.00878, 6.893971 53.01737, 6.897088 53.018051, 6.90462 53.013235, 6.869964 53.005815)), ((6.872321 52.983421, 6.870774 52.98706, 6.870067 52.988801, 6.925523 52.99786, 6.927946 52.992142, 6.872321 52.983421)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Gieten;Aa en Hunze;109534.831291337;93886.99;BU16801700;GM1680;BU16801700;GM1680;BU16801700;GM1680;False;False;53.0023779043598;6.768178557572773;MULTIPOLYGON (((6.771371 53.01308, 6.773571 53.014178, 6.775141 53.013373, 6.773018 53.012239, 6.773978 53.011733, 6.772535 53.010694, 6.772008 53.010959, 6.771017 53.010386, 6.773757 53.007628, 6.77599 53.007544, 6.775868 53.006802, 6.777674 53.006664, 6.777642 53.005584, 6.778843 53.005528, 6.780929 53.005874, 6.783147 53.006966, 6.784314 53.006418, 6.788655 53.007702, 6.789098 53.006742, 6.781294 53.003925, 6.78477 53.001152, 6.786631 53.002303, 6.789128 53.003036, 6.790297 53.000358, 6.791889 53.000528, 6.79646 52.993161, 6.793188 52.992573, 6.789294 52.998015, 6.788241 52.9979, 6.787163 52.999424, 6.782507 52.999362, 6.78189 53.000816, 6.781367 53.000612, 6.780335 53.000582, 6.778324 53.000898, 6.777044 53.000767, 6.778026 52.999798, 6.777809 52.99896, 6.775711 52.998437, 6.775723 52.996295, 6.774399 52.996313, 6.774484 52.995508, 6.779604 52.990084, 6.775723 52.989352, 6.771751 52.993285, 6.767935 52.99221, 6.766718 52.994043, 6.763358 52.993136, 6.763072 52.99376, 6.759245 52.993318, 6.756954 52.994886, 6.754358 52.997084, 6.752285 53.000313, 6.75114 53.002761, 6.75105 53.004829, 6.750438 53.006681, 6.750174 53.008538, 6.750261 53.00956, 6.75095 53.010179, 6.752198 53.010894, 6.755678 53.01168, 6.761795 53.013058, 6.764133 53.010847, 6.770154 53.014267, 6.771371 53.01308)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Verspreide huizen Gieten;Aa en Hunze;8070.13107366614;6917.25;BU16801709;GM1680;BU16801709;GM1680;BU16801709;GM1680;False;False;53.00333768643479;6.77632715096;MULTIPOLYGON (((6.813843 53.014134, 6.814809 53.013242, 6.816899 53.011858, 6.820477 53.010217, 6.822757 53.00949, 6.823693 53.008518, 6.824298 53.007261, 6.825555 53.006289, 6.827276 53.005454, 6.830603 53.002871, 6.830899 53.00292, 6.831212 53.002412, 6.83173 53.001611, 6.831926 53.000566, 6.831645 52.999046, 6.799177 52.993594, 6.79646 52.993161, 6.791889 53.000528, 6.790297 53.000358, 6.789128 53.003036, 6.786631 53.002303, 6.78477 53.001152, 6.781294 53.003925, 6.789098 53.006742, 6.788655 53.007702, 6.784314 53.006418, 6.783147 53.006966, 6.780929 53.005874, 6.778843 53.005528, 6.777642 53.005584, 6.777674 53.006664, 6.775868 53.006802, 6.77599 53.007544, 6.773757 53.007628, 6.771017 53.010386, 6.772008 53.010959, 6.772535 53.010694, 6.773978 53.011733, 6.773018 53.012239, 6.775141 53.013373, 6.773571 53.014178, 6.771371 53.01308, 6.770154 53.014267, 6.764133 53.010847, 6.761795 53.013058, 6.765725 53.014797, 6.768888 53.016522, 6.773514 53.01982, 6.777576 53.022801, 6.78669 53.026326, 6.805736 53.034544, 6.815593 53.038495, 6.819089 53.037195, 6.820358 53.035903, 6.821 53.034782, 6.821945 53.032005, 6.821924 53.031108, 6.820948 53.030337, 6.819516 53.029566, 6.817591 53.02787, 6.817002 53.026733, 6.816774 53.025138, 6.813996 53.022928, 6.813255 53.0217, 6.813045 53.01987, 6.811054 53.017238, 6.810788 53.01658, 6.811289 53.015604, 6.813843 53.014134)), ((6.752198 53.010894, 6.75095 53.010179, 6.750261 53.00956, 6.750174 53.008538, 6.750438 53.006681, 6.75105 53.004829, 6.75114 53.002761, 6.752285 53.000313, 6.754358 52.997084, 6.756954 52.994886, 6.759245 52.993318, 6.763072 52.99376, 6.763358 52.993136, 6.766718 52.994043, 6.767935 52.99221, 6.771751 52.993285, 6.775723 52.989352, 6.765544 52.986415, 6.766982 52.986127, 6.771082 52.981877, 6.771435 52.981135, 6.7684 52.980374, 6.76824 52.981285, 6.751736 52.977158, 6.751808 52.976476, 6.741477 52.979759, 6.721722 52.974557, 6.714938 52.9786, 6.72612 52.991732, 6.728696 52.99921, 6.729726 52.999456, 6.729845 53.006402, 6.748254 53.010283, 6.748461 53.010849, 6.748944 53.011241, 6.750169 53.011284, 6.751098 53.010875, 6.755678 53.01168, 6.752198 53.010894)), ((6.780335 53.000582, 6.781367 53.000612, 6.78189 53.000816, 6.782507 52.999362, 6.787163 52.999424, 6.788241 52.9979, 6.789294 52.998015, 6.793188 52.992573, 6.789613 52.991981, 6.779604 52.990084, 6.774484 52.995508, 6.774399 52.996313, 6.775723 52.996295, 6.775711 52.998437, 6.777809 52.99896, 6.778026 52.999798, 6.777044 53.000767, 6.778324 53.000898, 6.780335 53.000582)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Gieterveen;Aa en Hunze;14816.1984789673;12699.59;BU16801800;GM1680;BU16801800;GM1680;BU16801800;GM1680;False;False;53.02580823454287;6.8363076236215825;MULTIPOLYGON (((6.842476 53.029081, 6.843527 53.029405, 6.845437 53.026912, 6.843022 53.027229, 6.842036 53.02707, 6.841202 53.026773, 6.840624 53.026362, 6.840159 53.025448, 6.839778 53.025179, 6.836604 53.024449, 6.835402 53.02441, 6.835012 53.017079, 6.831718 53.017086, 6.83172 53.019972, 6.830622 53.019898, 6.83069 53.021366, 6.832594 53.021635, 6.832577 53.022611, 6.83183 53.023361, 6.832124 53.024281, 6.830272 53.026961, 6.833732 53.027982, 6.83289 53.029028, 6.837145 53.030649, 6.836039 53.031553, 6.838969 53.032797, 6.842476 53.029081)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Verspreide huizen Eext;Aa en Hunze;9179.68163374856;7868.29;BU16800109;GM1680;BU16800109;GM1680;BU16800109;GM1680;False;False;53.01765633126476;6.732458987111356;MULTIPOLYGON (((6.764288 53.042877, 6.762382 53.041874, 6.762963 53.041433, 6.763711 53.041159, 6.771084 53.035197, 6.7617 53.03029, 6.766947 53.026419, 6.773514 53.01982, 6.768888 53.016522, 6.765725 53.014797, 6.761795 53.013058, 6.755678 53.01168, 6.751098 53.010875, 6.750169 53.011284, 6.748944 53.011241, 6.748461 53.010849, 6.748254 53.010283, 6.729845 53.006402, 6.729885 53.008752, 6.736265 53.015667, 6.736946 53.015721, 6.739289 53.011778, 6.740921 53.011366, 6.740036 53.010068, 6.741276 53.010075, 6.742994 53.009707, 6.744378 53.012472, 6.743067 53.012746, 6.740911 53.013822, 6.739823 53.01647, 6.739413 53.018681, 6.745265 53.019687, 6.745506 53.019298, 6.747851 53.019923, 6.747779 53.020248, 6.747033 53.021981, 6.745343 53.024123, 6.742007 53.023795, 6.741116 53.02382, 6.740219 53.024069, 6.738065 53.026104, 6.739674 53.026915, 6.736242 53.027362, 6.733479 53.022313, 6.731732 53.021942, 6.733358 53.019858, 6.73105 53.019164, 6.730571 53.019514, 6.729708 53.019443, 6.729094 53.019565, 6.728841 53.019891, 6.728921 53.020262, 6.724497 53.01901, 6.725937 53.015602, 6.72808 53.015989, 6.728714 53.015032, 6.722269 53.012509, 6.723036 53.011792, 6.725555 53.012663, 6.726657 53.012214, 6.726572 53.010524, 6.727453 53.010538, 6.726904 53.00082, 6.723666 52.999941, 6.724772 52.998269, 6.728696 52.99921, 6.72612 52.991732, 6.714938 52.9786, 6.714668 52.978922, 6.714206 52.979048, 6.709611 52.97939, 6.708463 52.979924, 6.707307 52.980178, 6.705251 52.981485, 6.703409 52.981064, 6.700064 52.980941, 6.707113 52.99701, 6.715503 52.998249, 6.712712 53.008339, 6.711133 53.007706, 6.709888 53.008705, 6.706488 53.007168, 6.699271 53.014189, 6.697502 53.01418, 6.696852 53.014475, 6.696226 53.015043, 6.69472 53.021688, 6.699767 53.023201, 6.703708 53.024545, 6.709446 53.028134, 6.719765 53.03238, 6.728478 53.035758, 6.74443 53.041667, 6.758602 53.047951, 6.764288 53.042877)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Bonnerveen;Aa en Hunze;3964.79400136118;3398.39;BU16801801;GM1680;BU16801801;GM1680;BU16801801;GM1680;False;False;53.0099764850931;6.834307518875987;MULTIPOLYGON (((6.834434 53.011239, 6.834679 53.010073, 6.835197 53.009255, 6.838253 53.007609, 6.839312 53.007419, 6.841897 53.007286, 6.844737 53.007508, 6.846346 53.007466, 6.846681 53.006388, 6.842741 53.005474, 6.840637 53.004985, 6.840695 53.005374, 6.8379 53.005059, 6.835348 53.004765, 6.834831 53.004941, 6.834321 53.006107, 6.828666 53.009836, 6.826232 53.009689, 6.825583 53.012517, 6.829759 53.01247, 6.831718 53.017086, 6.835012 53.017079, 6.834434 53.011239)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Nieuwediep;Aa en Hunze;8410.39324542475;7208.9;BU16801802;GM1680;BU16801802;GM1680;BU16801802;GM1680;False;False;53.03555438864903;6.867445461911591;MULTIPOLYGON (((6.861287 53.040874, 6.897088 53.018051, 6.893971 53.01737, 6.888372 53.021199, 6.864695 53.03626, 6.859217 53.039504, 6.857098 53.041098, 6.851904 53.044281, 6.849578 53.043046, 6.846916 53.044554, 6.849394 53.045777, 6.84516 53.048664, 6.844623 53.048599, 6.840527 53.051099, 6.843273 53.052344, 6.861287 53.040874)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Verspreide huizen Gieterveen;Aa en Hunze;9956.36702580625;8534.02;BU16801809;GM1680;BU16801809;GM1680;BU16801809;GM1680;False;False;53.02485376980354;6.847148589465024;MULTIPOLYGON (((6.849394 53.045777, 6.846916 53.044554, 6.849578 53.043046, 6.851904 53.044281, 6.857098 53.041098, 6.859217 53.039504, 6.864695 53.03626, 6.888372 53.021199, 6.893971 53.01737, 6.856946 53.00878, 6.846681 53.006388, 6.846346 53.007466, 6.844737 53.007508, 6.841897 53.007286, 6.839312 53.007419, 6.838253 53.007609, 6.835197 53.009255, 6.834679 53.010073, 6.834434 53.011239, 6.835012 53.017079, 6.835402 53.02441, 6.836604 53.024449, 6.839778 53.025179, 6.840159 53.025448, 6.840624 53.026362, 6.841202 53.026773, 6.842036 53.02707, 6.843022 53.027229, 6.845437 53.026912, 6.843527 53.029405, 6.842476 53.029081, 6.838969 53.032797, 6.836039 53.031553, 6.837145 53.030649, 6.83289 53.029028, 6.833732 53.027982, 6.830272 53.026961, 6.832124 53.024281, 6.83183 53.023361, 6.832577 53.022611, 6.832594 53.021635, 6.83069 53.021366, 6.830622 53.019898, 6.83172 53.019972, 6.831718 53.017086, 6.829759 53.01247, 6.825583 53.012517, 6.826232 53.009689, 6.828666 53.009836, 6.834321 53.006107, 6.834831 53.004941, 6.835348 53.004765, 6.8379 53.005059, 6.838313 53.003636, 6.838148 53.003069, 6.831212 53.002412, 6.830899 53.00292, 6.830603 53.002871, 6.827276 53.005454, 6.825555 53.006289, 6.824298 53.007261, 6.823693 53.008518, 6.822757 53.00949, 6.820477 53.010217, 6.816899 53.011858, 6.814809 53.013242, 6.813843 53.014134, 6.811289 53.015604, 6.810788 53.01658, 6.811054 53.017238, 6.813045 53.01987, 6.813255 53.0217, 6.813996 53.022928, 6.816774 53.025138, 6.817002 53.026733, 6.817591 53.02787, 6.819516 53.029566, 6.820948 53.030337, 6.821924 53.031108, 6.821945 53.032005, 6.821 53.034782, 6.820358 53.035903, 6.819089 53.037195, 6.815593 53.038495, 6.821493 53.040872, 6.823565 53.041641, 6.825739 53.042564, 6.833218 53.045877, 6.835254 53.046811, 6.837952 53.047756, 6.844623 53.048599, 6.84516 53.048664, 6.849394 53.045777)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Rolde;Aa en Hunze;85087.7339508539;72932.34;BU16801900;GM1680;BU16801900;GM1680;BU16801900;GM1680;False;False;52.98460695388696;6.650094314445219;MULTIPOLYGON (((6.642782 52.991389, 6.642865 52.990566, 6.653119 52.990458, 6.653509 52.990281, 6.655978 52.990165, 6.661756 52.990664, 6.661781 52.990666, 6.6611 52.989612, 6.662436 52.989887, 6.665768 52.988067, 6.671237 52.988107, 6.669053 52.983288, 6.668604 52.981782, 6.667983 52.981184, 6.666394 52.980276, 6.665707 52.979581, 6.656304 52.976686, 6.648324 52.974401, 6.645934 52.976032, 6.645081 52.977271, 6.64471 52.978755, 6.643407 52.980868, 6.642666 52.980787, 6.641866 52.980928, 6.64161 52.981115, 6.641695 52.981645, 6.639106 52.980999, 6.637279 52.983285, 6.63542 52.983686, 6.633977 52.984282, 6.633023 52.984101, 6.63291 52.985136, 6.632111 52.985272, 6.632028 52.985604, 6.632307 52.985994, 6.632003 52.986467, 6.631222 52.986848, 6.630747 52.988099, 6.62893 52.988364, 6.623179 52.987895, 6.622733 52.989929, 6.623786 52.99092, 6.632216 52.989988, 6.63235 52.990768, 6.638071 52.99067, 6.637334 52.991467, 6.63983 52.991926, 6.640354 52.993066, 6.642782 52.991389)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Ballo;Aa en Hunze;5873.22096470294;5034.18;BU16801901;GM1680;BU16801901;GM1680;BU16801901;GM1680;False;False;52.99419725307554;6.6301657334897035;MULTIPOLYGON (((6.635743 52.999806, 6.635249 52.997332, 6.634178 52.996004, 6.635339 52.994868, 6.635544 52.994272, 6.635287 52.993744, 6.634287 52.993044, 6.63308 52.992392, 6.632453 52.992303, 6.63235 52.990768, 6.632216 52.989988, 6.623786 52.99092, 6.623059 52.991118, 6.624388 52.99198, 6.62127 52.992643, 6.622677 52.993876, 6.62381 52.993313, 6.624957 52.993075, 6.625922 52.993068, 6.626363 52.993233, 6.626862 52.994712, 6.627869 52.995841, 6.628725 52.996452, 6.628661 52.997567, 6.63248 52.997693, 6.633221 52.999902, 6.635743 52.999806)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Nijlande;Aa en Hunze;1686.51685132528;1445.58;BU16801902;GM1680;BU16801902;GM1680;BU16801902;GM1680;False;False;52.97450254344304;6.625133136012451;MULTIPOLYGON (((6.625235 52.975997, 6.627411 52.976009, 6.628326 52.975939, 6.628838 52.975738, 6.628729 52.974529, 6.629006 52.974091, 6.628776 52.973752, 6.62798 52.973466, 6.627551 52.971002, 6.623161 52.970719, 6.625349 52.973408, 6.624163 52.973573, 6.624709 52.974291, 6.624063 52.974482, 6.624152 52.97484, 6.62159 52.974897, 6.621029 52.975847, 6.620884 52.976813, 6.621056 52.977382, 6.623793 52.978232, 6.625235 52.975997)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Deurze;Aa en Hunze;4379.02621045862;3753.45;BU16801903;GM1680;BU16801903;GM1680;BU16801903;GM1680;False;False;52.98354985095386;6.609833707179433;MULTIPOLYGON (((6.611806 52.985064, 6.615091 52.982999, 6.614901 52.982449, 6.608824 52.97713, 6.606284 52.977535, 6.607135 52.978557, 6.605939 52.97951, 6.608313 52.981843, 6.608076 52.982388, 6.607302 52.983203, 6.605702 52.984494, 6.606068 52.985948, 6.607471 52.987463, 6.60793 52.989418, 6.607945 52.989441, 6.611517 52.989345, 6.612659 52.989821, 6.611806 52.985064)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Verspreide huizen Nooitgedacht;Aa en Hunze;30608.801450807;26236.11;BU16801908;GM1680;BU16801908;GM1680;BU16801908;GM1680;False;False;52.97104902093823;6.686632090073362;MULTIPOLYGON (((6.687767 52.986805, 6.688738 52.984808, 6.691192 52.982332, 6.691651 52.982126, 6.696757 52.981609, 6.698868 52.981023, 6.700064 52.980941, 6.703409 52.981064, 6.705251 52.981485, 6.707307 52.980178, 6.708463 52.979924, 6.709611 52.97939, 6.714206 52.979048, 6.714668 52.978922, 6.714938 52.9786, 6.721722 52.974557, 6.723123 52.970955, 6.710352 52.967779, 6.710597 52.966644, 6.712122 52.964649, 6.708651 52.96367, 6.707558 52.963075, 6.706572 52.961867, 6.705231 52.961963, 6.70426 52.961321, 6.703482 52.961045, 6.703304 52.960332, 6.700602 52.960455, 6.697733 52.961801, 6.692183 52.959062, 6.691051 52.959231, 6.688379 52.958937, 6.66803 52.957114, 6.666174 52.956846, 6.665851 52.957664, 6.66568 52.957669, 6.65985 52.966779, 6.658752 52.96668, 6.655945 52.971932, 6.658365 52.971849, 6.656364 52.975305, 6.657028 52.975514, 6.656304 52.976686, 6.665707 52.979581, 6.683094 52.984804, 6.685495 52.986469, 6.687376 52.98707, 6.687767 52.986805)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
Ekehaar;Aa en Hunze;8099.71908860167;6942.61;BU16802100;GM1680;BU16802100;GM1680;BU16802100;GM1680;False;False;52.95286770266191;6.603860943171786;MULTIPOLYGON (((6.605106 52.956055, 6.606676 52.955534, 6.608024 52.954071, 6.608127 52.953544, 6.607722 52.952818, 6.608456 52.951923, 6.608413 52.95149, 6.606251 52.949491, 6.606679 52.947973, 6.605127 52.947924, 6.604939 52.949559, 6.603304 52.94954, 6.603051 52.950948, 6.601076 52.950455, 6.597976 52.954616, 6.601286 52.955517, 6.603906 52.956876, 6.605106 52.956055)));WarmteAtlas:warmtevraag_2050;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:37:34;
