buurtcode;jaar;individuele_cv;blokverwarming;stadsverwarming_hoog_gas;stadsverwarming_laag_gas;stadsverwarming_zonder_gas;elektrisch_hoog_gas;elektrisch_laag_gas;elektrisch_zonder_gas
BU06780209;2022;93.0;0.0;n.a.;n.a.;n.a.;2.0;2.0;2.0
BU06780209;2023;91.0;0.0;n.a.;n.a.;n.a.;2.0;3.0;2.0
BU06780209;2024;87.0;0.0;n.a.;n.a.;n.a.;4.0;5.0;2.0
BU06870003;2022;81.0;14.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU06870003;2023;81.0;14.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU06870003;2024;79.0;14.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
BU06870004;2022;87.0;7.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU06870004;2023;90.0;7.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU06870004;2024;90.0;7.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU06870005;2022;82.0;16.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU06870005;2023;80.0;16.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU06870005;2024;79.0;16.0;n.a.;n.a.;n.a.;0.0;0.0;2.0
BU06870006;2022;91.0;4.0;n.a.;n.a.;n.a.;0.0;0.0;1.0
BU06870006;2023;90.0;3.0;n.a.;n.a.;n.a.;0.0;0.0;2.0
BU06870006;2024;90.0;3.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU06870007;2022;90.0;0.0;n.a.;n.a.;n.a.;4.0;5.0;0.0
BU06870007;2023;86.0;0.0;n.a.;n.a.;n.a.;7.0;7.0;0.0
BU06870007;2024;84.0;0.0;n.a.;n.a.;n.a.;9.0;5.0;1.0
BU06871008;2022;86.0;13.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU06871008;2023;85.0;13.0;n.a.;n.a.;n.a.;2.0;0.0;0.0
BU06871008;2024;84.0;13.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
BU06871009;2022;72.0;14.0;0.0;0.0;10.0;1.0;0.0;1.0
BU06871009;2023;71.0;14.0;0.0;0.0;10.0;4.0;1.0;1.0
BU06871009;2024;70.0;14.0;0.0;0.0;10.0;5.0;1.0;1.0
BU06871010;2022;81.0;13.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU06871010;2023;79.0;13.0;n.a.;n.a.;n.a.;2.0;0.0;1.0
BU06871010;2024;78.0;13.0;n.a.;n.a.;n.a.;3.0;1.0;1.0
BU06871102;2022;95.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;4.0
BU06871102;2023;94.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;4.0
BU06871102;2024;91.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;5.0
BU06871111;2022;63.0;31.0;0.0;0.0;6.0;0.0;0.0;0.0
BU06871111;2023;62.0;31.0;0.0;0.0;6.0;1.0;0.0;0.0
BU06871111;2024;62.0;31.0;0.0;0.0;6.0;1.0;0.0;0.0
BU06871112;2022;96.0;0.0;n.a.;n.a.;n.a.;3.0;0.0;1.0
BU06871112;2023;93.0;0.0;n.a.;n.a.;n.a.;4.0;1.0;1.0
BU06871112;2024;91.0;0.0;n.a.;n.a.;n.a.;7.0;1.0;2.0
BU06871213;2022;98.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;0.0
BU06871213;2023;96.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;3.0
BU06871213;2024;96.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;3.0
BU06871301;2022;96.0;0.0;n.a.;n.a.;n.a.;2.0;0.0;2.0
BU06871301;2023;92.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;3.0
BU06871301;2024;91.0;0.0;n.a.;n.a.;n.a.;5.0;1.0;3.0
BU06871314;2022;96.0;0.0;n.a.;n.a.;n.a.;2.0;0.0;2.0
BU06871314;2023;92.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;3.0
BU06871314;2024;91.0;0.0;n.a.;n.a.;n.a.;5.0;1.0;3.0
BU06871415;2022;97.0;0.0;n.a.;n.a.;n.a.;2.0;0.0;1.0
BU06871415;2023;94.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;2.0
BU06871415;2024;91.0;0.0;n.a.;n.a.;n.a.;5.0;1.0;2.0
BU06871416;2022;97.0;0.0;n.a.;n.a.;n.a.;2.0;0.0;1.0
BU06871416;2023;94.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;2.0
BU06871416;2024;91.0;0.0;n.a.;n.a.;n.a.;4.0;1.0;2.0
BU06871417;2022;97.0;0.0;n.a.;n.a.;n.a.;2.0;0.0;1.0
BU06871417;2023;94.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;2.0
BU06871417;2024;91.0;0.0;n.a.;n.a.;n.a.;4.0;1.0;2.0
BU06871518;2022;89.0;6.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU06871518;2023;87.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
BU06871518;2024;85.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
BU06871619;2022;90.0;0.0;n.a.;n.a.;n.a.;3.0;3.0;3.0
BU06871619;2023;85.0;0.0;n.a.;n.a.;n.a.;7.0;3.0;5.0
BU06871619;2024;82.0;0.0;n.a.;n.a.;n.a.;7.0;4.0;6.0
BU06871620;2022;96.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;1.0
BU06871620;2023;93.0;0.0;n.a.;n.a.;n.a.;4.0;2.0;1.0
BU06871620;2024;87.0;0.0;n.a.;n.a.;n.a.;5.0;2.0;6.0
BU06871721;2022;89.0;6.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU06871721;2023;87.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
BU06871721;2024;85.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
BU06871768;2022;89.0;6.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU06871768;2023;87.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
BU06871768;2024;85.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
BU06871781;2022;89.0;6.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU06871781;2023;87.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
BU06871781;2024;85.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
BU06871822;2022;89.0;6.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU06871822;2023;87.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
BU06871822;2024;85.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
BU06871823;2022;89.0;6.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU06871823;2023;87.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
BU06871823;2024;85.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
BU06871824;2022;89.0;6.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU06871824;2023;87.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
BU06871824;2024;85.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
BU06871925;2022;89.0;6.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU06871925;2023;87.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
BU06871925;2024;85.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
BU06871926;2022;89.0;6.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU06871926;2023;87.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
BU06871926;2024;85.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
BU06872027;2022;77.0;2.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
BU06872027;2023;59.0;2.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
BU06872027;2024;57.0;2.0;n.a.;n.a.;n.a.;2.0;0.0;2.0
BU06872028;2022;99.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU06872028;2023;97.0;0.0;n.a.;n.a.;n.a.;2.0;0.0;0.0
BU06872028;2024;97.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;0.0
BU06872031;2022;87.0;6.0;n.a.;n.a.;n.a.;3.0;1.0;3.0
BU06872031;2023;85.0;6.0;n.a.;n.a.;n.a.;1.0;1.0;7.0
BU06872031;2024;81.0;6.0;n.a.;n.a.;n.a.;1.0;1.0;12.0
BU06872032;2022;78.0;0.0;n.a.;n.a.;n.a.;5.0;1.0;15.0
BU06872032;2023;64.0;0.0;n.a.;n.a.;n.a.;5.0;2.0;15.0
BU06872032;2024;63.0;0.0;n.a.;n.a.;n.a.;6.0;2.0;15.0
BU06872084;2022;99.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU06872084;2023;98.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;0.0
BU06872084;2024;93.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;5.0
BU06872933;2022;91.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;4.0
BU06872933;2023;89.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
BU06872933;2024;60.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;34.0
BU06872934;2022;91.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;4.0
BU06872934;2023;89.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
BU06872934;2024;60.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;34.0
BU06872935;2022;91.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;4.0
BU06872935;2023;89.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
BU06872935;2024;60.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;34.0
BU06872936;2022;91.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;4.0
BU06872936;2023;89.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
BU06872936;2024;56.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;40.0
BU06873037;2022;99.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU06873037;2023;98.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU06873037;2024;97.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;1.0
BU06873038;2022;99.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU06873038;2023;99.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU06873038;2024;99.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU06873039;2022;89.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
BU06873039;2023;85.0;8.0;n.a.;n.a.;n.a.;5.0;1.0;1.0
BU06873039;2024;81.0;8.0;n.a.;n.a.;n.a.;7.0;3.0;2.0
BU06873040;2022;99.0;0.0;n.a.;n.a.;n.a.;0.0;1.0;0.0
BU06873040;2023;97.0;0.0;n.a.;n.a.;n.a.;1.0;2.0;0.0
BU06873040;2024;95.0;0.0;n.a.;n.a.;n.a.;2.0;2.0;0.0
BU06873041;2022;100.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU06873041;2023;98.0;0.0;n.a.;n.a.;n.a.;2.0;0.0;0.0
BU06873041;2024;96.0;0.0;n.a.;n.a.;n.a.;2.0;2.0;0.0
BU06873082;2022;95.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;1.0
BU06873082;2023;95.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;1.0
BU06873082;2024;93.0;0.0;n.a.;n.a.;n.a.;3.0;3.0;1.0
BU06873083;2022;98.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;1.0
BU06873083;2023;96.0;1.0;n.a.;n.a.;n.a.;2.0;1.0;0.0
BU06873083;2024;94.0;1.0;n.a.;n.a.;n.a.;2.0;1.0;1.0
BU06873143;2022;89.0;8.0;n.a.;n.a.;n.a.;0.0;0.0;1.0
BU06873143;2023;85.0;8.0;n.a.;n.a.;n.a.;1.0;1.0;5.0
BU06873143;2024;84.0;8.0;n.a.;n.a.;n.a.;1.0;1.0;5.0
BU06873144;2022;100.0;0.0;n.a.;n.a.;n.a.;0.0;0.0;0.0
BU06873144;2023;98.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;0.0
BU06873144;2024;98.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;0.0
BU06873145;2022;85.0;9.0;n.a.;n.a.;n.a.;1.0;0.0;4.0
BU06873145;2023;84.0;9.0;n.a.;n.a.;n.a.;1.0;1.0;5.0
BU06873145;2024;83.0;9.0;n.a.;n.a.;n.a.;1.0;1.0;5.0
BU06873171;2022;72.0;23.0;n.a.;n.a.;n.a.;0.0;1.0;0.0
BU06873171;2023;60.0;19.0;n.a.;n.a.;n.a.;1.0;1.0;15.0
BU06873171;2024;60.0;19.0;n.a.;n.a.;n.a.;1.0;1.0;15.0
BU06873247;2022;89.0;6.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU06873247;2023;87.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
BU06873247;2024;85.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
BU06873248;2022;89.0;6.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU06873248;2023;87.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
BU06873248;2024;85.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
BU06873946;2022;82.0;0.0;n.a.;n.a.;n.a.;3.0;0.0;14.0
BU06873946;2023;81.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;14.0
BU06873946;2024;80.0;0.0;n.a.;n.a.;n.a.;4.0;1.0;15.0
BU06873950;2022;94.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
BU06873950;2023;85.0;0.0;n.a.;n.a.;n.a.;4.0;1.0;9.0
BU06873950;2024;78.0;0.0;n.a.;n.a.;n.a.;5.0;2.0;14.0
BU06873970;2022;89.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;7.0
BU06873970;2023;84.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;11.0
BU06873970;2024;79.0;0.0;n.a.;n.a.;n.a.;5.0;1.0;14.0
BU06874051;2022;92.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;5.0
BU06874051;2023;91.0;0.0;n.a.;n.a.;n.a.;2.0;2.0;5.0
BU06874051;2024;90.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;5.0
BU06874952;2022;89.0;6.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU06874952;2023;87.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
BU06874952;2024;85.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
BU06874953;2022;89.0;6.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU06874953;2023;87.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
BU06874953;2024;85.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
BU06874954;2022;89.0;6.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU06874954;2023;87.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
BU06874954;2024;85.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
BU06874955;2022;89.0;6.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU06874955;2023;87.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
BU06874955;2024;85.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
BU06874956;2022;89.0;6.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU06874956;2023;87.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
BU06874956;2024;85.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
BU06874957;2022;89.0;6.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU06874957;2023;87.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
BU06874957;2024;85.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
BU06875058;2022;92.0;6.0;n.a.;n.a.;n.a.;2.0;0.0;0.0
BU06875058;2023;91.0;5.0;n.a.;n.a.;n.a.;3.0;0.0;0.0
BU06875058;2024;89.0;5.0;n.a.;n.a.;n.a.;3.0;2.0;1.0
BU06875059;2022;93.0;6.0;n.a.;n.a.;n.a.;1.0;1.0;0.0
BU06875059;2023;92.0;6.0;n.a.;n.a.;n.a.;1.0;0.0;0.0
BU06875059;2024;91.0;6.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
BU06875060;2022;98.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
BU06875060;2023;97.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
BU06875060;2024;97.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;1.0
BU06875061;2022;97.0;0.0;n.a.;n.a.;n.a.;3.0;0.0;0.0
BU06875061;2023;93.0;0.0;n.a.;n.a.;n.a.;4.0;2.0;1.0
BU06875061;2024;91.0;0.0;n.a.;n.a.;n.a.;4.0;4.0;1.0
BU06875062;2022;97.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;1.0
BU06875062;2023;92.0;0.0;n.a.;n.a.;n.a.;5.0;2.0;1.0
BU06875062;2024;91.0;0.0;n.a.;n.a.;n.a.;4.0;3.0;2.0
BU06875063;2022;95.0;0.0;n.a.;n.a.;n.a.;4.0;1.0;1.0
BU06875063;2023;89.0;0.0;n.a.;n.a.;n.a.;9.0;0.0;2.0
BU06875063;2024;82.0;0.0;n.a.;n.a.;n.a.;11.0;3.0;4.0
BU06875069;2022;93.0;3.0;n.a.;n.a.;n.a.;2.0;0.0;2.0
BU06875069;2023;91.0;3.0;n.a.;n.a.;n.a.;3.0;1.0;2.0
BU06875069;2024;89.0;3.0;n.a.;n.a.;n.a.;3.0;2.0;3.0
BU06875085;2022;93.0;3.0;n.a.;n.a.;n.a.;2.0;0.0;2.0
BU06875085;2023;91.0;3.0;n.a.;n.a.;n.a.;3.0;1.0;2.0
BU06875085;2024;89.0;3.0;n.a.;n.a.;n.a.;3.0;2.0;3.0
BU06875164;2022;89.0;6.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU06875164;2023;87.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
BU06875164;2024;85.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
BU06875265;2022;89.0;6.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU06875265;2023;87.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
BU06875265;2024;85.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
BU06875367;2022;89.0;6.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU06875367;2023;87.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
BU06875367;2024;85.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
BU06875966;2022;89.0;6.0;n.a.;n.a.;n.a.;1.0;0.0;2.0
BU06875966;2023;87.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
BU06875966;2024;85.0;6.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
BU07030000;2022;91.0;2.0;n.a.;n.a.;n.a.;1.0;0.0;4.0
BU07030000;2023;90.0;2.0;n.a.;n.a.;n.a.;1.0;1.0;5.0
BU07030000;2024;87.0;2.0;n.a.;n.a.;n.a.;2.0;2.0;7.0
BU07030001;2022;90.0;7.0;n.a.;n.a.;n.a.;2.0;1.0;1.0
BU07030001;2023;86.0;7.0;n.a.;n.a.;n.a.;2.0;2.0;3.0
BU07030001;2024;82.0;7.0;n.a.;n.a.;n.a.;2.0;2.0;3.0
BU07030002;2022;88.0;5.0;n.a.;n.a.;n.a.;4.0;1.0;2.0
BU07030002;2023;83.0;5.0;n.a.;n.a.;n.a.;6.0;2.0;4.0
BU07030002;2024;79.0;5.0;n.a.;n.a.;n.a.;6.0;4.0;5.0
BU07030006;2022;71.0;0.0;n.a.;n.a.;n.a.;2.0;2.0;20.0
BU07030006;2023;68.0;0.0;n.a.;n.a.;n.a.;6.0;1.0;21.0
BU07030006;2024;67.0;0.0;n.a.;n.a.;n.a.;6.0;2.0;21.0
BU07030009;2022;89.0;4.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
BU07030009;2023;86.0;4.0;n.a.;n.a.;n.a.;3.0;1.0;5.0
BU07030009;2024;83.0;4.0;n.a.;n.a.;n.a.;3.0;2.0;6.0
BU07030100;2022;90.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;5.0
BU07030100;2023;87.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;6.0
BU07030100;2024;86.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;7.0
BU07030101;2022;95.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;1.0
BU07030101;2023;92.0;0.0;n.a.;n.a.;n.a.;4.0;2.0;1.0
BU07030101;2024;91.0;0.0;n.a.;n.a.;n.a.;5.0;2.0;2.0
BU07030102;2022;93.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;5.0
BU07030102;2023;83.0;0.0;n.a.;n.a.;n.a.;2.0;2.0;9.0
BU07030102;2024;82.0;0.0;n.a.;n.a.;n.a.;1.0;2.0;10.0
BU07030106;2022;92.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;3.0
BU07030106;2023;88.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;5.0
BU07030106;2024;87.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;5.0
BU07030109;2022;90.0;0.0;n.a.;n.a.;n.a.;3.0;0.0;1.0
BU07030109;2023;84.0;0.0;n.a.;n.a.;n.a.;6.0;1.0;2.0
BU07030109;2024;82.0;0.0;n.a.;n.a.;n.a.;6.0;2.0;3.0
BU07030200;2022;88.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;2.0
BU07030200;2023;83.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
BU07030200;2024;83.0;0.0;n.a.;n.a.;n.a.;2.0;2.0;5.0
BU07030201;2022;95.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;2.0
BU07030201;2023;94.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
BU07030201;2024;92.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;3.0
BU07030202;2022;84.0;5.0;n.a.;n.a.;n.a.;2.0;0.0;1.0
BU07030202;2023;88.0;5.0;n.a.;n.a.;n.a.;3.0;1.0;2.0
BU07030202;2024;85.0;5.0;n.a.;n.a.;n.a.;4.0;2.0;4.0
BU07030206;2022;88.0;1.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
BU07030206;2023;86.0;2.0;n.a.;n.a.;n.a.;3.0;1.0;3.0
BU07030206;2024;85.0;2.0;n.a.;n.a.;n.a.;3.0;2.0;4.0
BU07030209;2022;88.0;1.0;n.a.;n.a.;n.a.;2.0;1.0;2.0
BU07030209;2023;86.0;2.0;n.a.;n.a.;n.a.;3.0;1.0;3.0
BU07030209;2024;85.0;2.0;n.a.;n.a.;n.a.;3.0;2.0;4.0
BU07030300;2022;97.0;0.0;n.a.;n.a.;n.a.;2.0;0.0;2.0
BU07030300;2023;94.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;2.0
BU07030300;2024;92.0;0.0;n.a.;n.a.;n.a.;5.0;1.0;3.0
BU07030309;2022;94.0;0.0;n.a.;n.a.;n.a.;1.0;0.0;3.0
BU07030309;2023;92.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;3.0
BU07030309;2024;89.0;0.0;n.a.;n.a.;n.a.;5.0;1.0;4.0
BU07030400;2022;91.0;3.0;n.a.;n.a.;n.a.;1.0;1.0;5.0
BU07030400;2023;89.0;3.0;n.a.;n.a.;n.a.;1.0;1.0;5.0
BU07030400;2024;86.0;3.0;n.a.;n.a.;n.a.;2.0;2.0;7.0
BU07030401;2022;91.0;2.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
BU07030401;2023;89.0;2.0;n.a.;n.a.;n.a.;2.0;2.0;5.0
BU07030401;2024;87.0;2.0;n.a.;n.a.;n.a.;2.0;2.0;6.0
BU07030402;2022;91.0;2.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
BU07030402;2023;89.0;2.0;n.a.;n.a.;n.a.;2.0;2.0;5.0
BU07030402;2024;87.0;2.0;n.a.;n.a.;n.a.;2.0;2.0;6.0
BU07030403;2022;96.0;0.0;n.a.;n.a.;n.a.;2.0;0.0;1.0
BU07030403;2023;93.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;2.0
BU07030403;2024;94.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;2.0
BU07030406;2022;91.0;2.0;n.a.;n.a.;n.a.;2.0;1.0;4.0
BU07030406;2023;89.0;2.0;n.a.;n.a.;n.a.;2.0;2.0;5.0
BU07030406;2024;87.0;2.0;n.a.;n.a.;n.a.;2.0;2.0;6.0
BU07030409;2022;82.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;6.0
BU07030409;2023;80.0;0.0;n.a.;n.a.;n.a.;4.0;2.0;7.0
BU07030409;2024;78.0;0.0;n.a.;n.a.;n.a.;5.0;2.0;6.0
BU07030500;2022;94.0;1.0;n.a.;n.a.;n.a.;2.0;0.0;2.0
BU07030500;2023;89.0;1.0;n.a.;n.a.;n.a.;2.0;3.0;3.0
BU07030500;2024;89.0;0.0;n.a.;n.a.;n.a.;2.0;3.0;3.0
BU07030501;2022;86.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;2.0
BU07030501;2023;82.0;0.0;n.a.;n.a.;n.a.;1.0;2.0;5.0
BU07030501;2024;81.0;0.0;n.a.;n.a.;n.a.;2.0;2.0;6.0
BU07030509;2022;89.0;0.0;n.a.;n.a.;n.a.;1.0;1.0;2.0
BU07030509;2023;85.0;0.0;n.a.;n.a.;n.a.;1.0;2.0;4.0
BU07030509;2024;84.0;0.0;n.a.;n.a.;n.a.;2.0;2.0;5.0
BU07030600;2022;94.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;2.0
BU07030600;2023;90.0;0.0;n.a.;n.a.;n.a.;4.0;2.0;4.0
BU07030600;2024;86.0;0.0;n.a.;n.a.;n.a.;7.0;2.0;4.0
BU07030609;2022;94.0;0.0;n.a.;n.a.;n.a.;3.0;1.0;2.0
BU07030609;2023;90.0;0.0;n.a.;n.a.;n.a.;4.0;2.0;4.0
BU07030609;2024;86.0;0.0;n.a.;n.a.;n.a.;6.0;2.0;4.0
BU07150101;2022;91.0;3.0;n.a.;n.a.;n.a.;2.0;0.0;1.0
BU07150101;2023;87.0;3.0;n.a.;n.a.;n.a.;4.0;1.0;3.0
BU07150101;2024;86.0;3.0;n.a.;n.a.;n.a.;4.0;1.0;4.0
BU07150201;2022;89.0;0.0;n.a.;n.a.;n.a.;2.0;0.0;4.0
BU07150201;2023;86.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;3.0
BU07150201;2024;85.0;0.0;n.a.;n.a.;n.a.;2.0;2.0;4.0
BU07150301;2022;90.0;5.0;n.a.;n.a.;n.a.;1.0;1.0;3.0
BU07150301;2023;88.0;5.0;n.a.;n.a.;n.a.;1.0;1.0;4.0
BU07150301;2024;85.0;5.0;n.a.;n.a.;n.a.;2.0;2.0;6.0
BU07150401;2022;81.0;0.0;n.a.;n.a.;n.a.;2.0;1.0;7.0
BU07150401;2023;77.0;0.0;n.a.;n.a.;n.a.;3.0;2.0;9.0
BU07150401;2024;78.0;0.0;n.a.;n.a.;n.a.;1.0;3.0;9.0
BU07150501;2022;88.0;8.0;n.a.;n.a.;n.a.;2.0;1.0;1.0
