PK_UID;Vergunning;Naam;Drijverna0;Gemeente;kton2013;kton2014;kton2015;kton2016;kton2017;kton2018;kton2019;kton2020;kton2021;kton2022;kton2023;kton2024;kton2025;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
481;NL-202000867;Climax Molybdenum B.V.;Climax Molybdenum B.V.;BOTLEK-ROTTERDAM;0;0;0;0;0;0;0;4514;8978;8619;9236;9915;10553;BU05992306;GM0599;3197.0;3197KM;BU05992306;GM0599;3197.0;3197KM;BU05992306;GM0599;3197.0;3197KM;False;False;False;51.88302389448824;4.24871373694827;WarmteAtlas:CO2emissieETSbedrijven;;;
482;NL-202000878;AMS5;InterXion Nederland B.V.;SCHIPHOL-RIJK;0;0;0;0;0;0;0;157;79;77;81;78;79;BU03940674;GM0394;1119.0;1119NJ;BU03940674;GM0394;1119.0;1119NJ;BU03940674;GM0394;1119.0;1119NJ;False;False;False;52.28414155715192;4.770899503987021;WarmteAtlas:CO2emissieETSbedrijven;;;
483;NL-202000882;AMS6;InterXion Nederland B.V.;SCHIPHOL-RIJK;0;0;0;0;0;0;0;130;295;119;150;196;92;BU03940674;GM0394;1119.0;1119NB;BU03940674;GM0394;1119.0;1119NB;BU03940674;GM0394;1119.0;1119NB;False;False;False;52.285320161577864;4.765973505474634;WarmteAtlas:CO2emissieETSbedrijven;;;
484;NL-202000883;AMS7;InterXion Nederland B.V.;SCHIPHOL-RIJK;0;0;0;0;0;0;0;925;143;187;145;174;190;BU03940674;GM0394;1119.0;1119NL;BU03940674;GM0394;1119.0;1119NL;BU03940674;GM0394;1119.0;1119NL;False;False;False;52.28141790602179;4.765690964320063;WarmteAtlas:CO2emissieETSbedrijven;;;
485;NL-202000884;AMS8;InterXion Nederland B.V.;SCHIPHOL-RIJK;0;0;0;0;0;0;0;807;156;129;132;178;175;BU03940678;GM0394;1437.0;1437EM;BU03940678;GM0394;1437.0;1437EM;BU03940678;GM0394;1437.0;1437EM;False;False;False;52.27642522389375;4.743048892814211;WarmteAtlas:CO2emissieETSbedrijven;;;
486;NL-202000885;AMS10;InterXion Nederland B.V.;SCHIPHOL-RIJK;0;0;0;0;0;0;0;495;195;403;291;322;427;BU03940678;GM0394;1437.0;1437EM;BU03940678;GM0394;1437.0;1437EM;BU03940678;GM0394;1437.0;1437EM;False;False;False;52.27642522389375;4.743048892814211;WarmteAtlas:CO2emissieETSbedrijven;;;
487;NL-202000889;HWC Amsterdam Driehoek;Vattenfall Power Generation Netherlands B.V.;AMSTERDAM;0;0;0;0;0;0;0;0;3263;2068;439;8174;2379;BU0363TA02;GM0363;1101.0;1101EN;BU0363TA02;GM0363;1101.0;1101EN;BU0363TA02;GM0363;1101.0;1101EN;False;False;False;52.31163952765217;4.934934289110198;WarmteAtlas:CO2emissieETSbedrijven;;;
488;NL-202000891;NTT Global Datacenters AMS1 BV;NTT Global Data Centers AMS1 B.V.;ROZENBURG;0;0;0;0;0;0;0;38;16;104;64;84;148;BU03940677;GM0394;1437.0;1437ED;BU03940677;GM0394;1437.0;1437ED;BU03940677;GM0394;1437.0;1437ED;False;False;False;52.28386917154705;4.74505142409265;WarmteAtlas:CO2emissieETSbedrijven;;;
489;NL-202000896;Thermische Conversie Installatie (TCI);AVR-Afvalverwerking B.V.;DUIVEN;0;0;0;0;0;0;0;0;301;409;850;960;761;BU02260101;GM0226;6921.0;6921PZ;BU02260101;GM0226;6921.0;6921PZ;BU02260101;GM0226;6921.0;6921PZ;False;False;False;51.972204496660325;5.998388203567186;WarmteAtlas:CO2emissieETSbedrijven;;;
490;NL-202000897;Bio Energie Centrale;AVR-Afvalverwerking B.V.;BOTLEK ROTTERDAM;0;0;0;0;0;0;0;0;1973;5032;3769;19059;3674;BU05992306;GM0599;3197.0;3197KK;BU05992306;GM0599;3197.0;3197KK;BU05992306;GM0599;3197.0;3197KK;False;False;False;51.89742861648099;4.278295285291689;WarmteAtlas:CO2emissieETSbedrijven;;;
491;NL-202000907;N.V. HVC (locatie Alkmaar) BEC;N.V. HVC;ALKMAAR;0;0;0;0;0;0;0;0;3768;3807;3349;3087;3083;BU03610309;GM0361;1812.0;1812RD;BU03610309;GM0361;1812.0;1812RD;BU03610309;GM0361;1812.0;1812RD;False;False;False;52.60996309736279;4.7625658473913495;WarmteAtlas:CO2emissieETSbedrijven;;;
492;NL-202000916;Twence - Boeldershoek;Twence Holding B.V.;HENGELO;0;0;0;0;0;0;0;0;2308;2210;2816;2506;3557;BU01530908;GM0153;7547.0;7547PB;BU01530908;GM0153;7547.0;7547PB;BU01530908;GM0153;7547.0;7547PB;False;False;False;52.23454491735583;6.783788778094983;WarmteAtlas:CO2emissieETSbedrijven;;;
493;NL-202100929;AMC Vlissingen B.V.;AMC Vlissingen B.V.;RITTHEM;0;0;0;0;0;0;0;0;16395;20293;22470;22690;0;BU07180800;GM0718;4389.0;4389PE;BU07180800;GM0718;4389.0;4389PE;BU07180800;GM0718;4389.0;4389PE;False;False;False;51.476639174109735;3.6975010160209476;WarmteAtlas:CO2emissieETSbedrijven;;;
494;NL-202100930;EdgeConnX AMS04 B.V.;EdgeConnex AMS04 B.V.;SCHIPHOL-RIJK;0;0;0;0;0;0;0;0;122;95;24;3;221;BU03940674;GM0394;1119.0;1119NL;BU03940674;GM0394;1119.0;1119NL;BU03940674;GM0394;1119.0;1119NL;False;False;False;52.28159059777743;4.76776948774391;WarmteAtlas:CO2emissieETSbedrijven;;;
495;NL-202100941;Kerncentrale Borssele;NV EPZ;BORSSELE;0;0;0;0;0;0;0;0;1448;1185;1130;1906;1344;BU06540203;GM0654;4454.0;4454PM;BU06540203;GM0654;4454.0;4454PM;BU06540203;GM0654;4454.0;4454PM;False;False;False;51.433449872898265;3.7124791163277244;WarmteAtlas:CO2emissieETSbedrijven;;;
496;NL-202100968;EdgeConneX AMS05 B.V.;EdgeConnex AMS05 B.V.;SCHIPHOL-RIJK;0;0;0;0;0;0;0;0;1;84;205;1962;228;BU03940674;GM0394;1119.0;1119NE;BU03940674;GM0394;1119.0;1119NE;BU03940674;GM0394;1119.0;1119NE;False;False;False;52.28459496347019;4.768225924241955;WarmteAtlas:CO2emissieETSbedrijven;;;
497;NL-202100974;Broeikasgasinstallatie;Presswood International B.V.;ERMELO;0;0;0;0;0;0;0;0;27989;23452;19022;19444;18337;BU02330202;GM0233;3851.0;3851SE;BU02330202;GM0233;3851.0;3851SE;BU02330202;GM0233;3851.0;3851SE;False;False;False;52.31777226960974;5.616684005990269;WarmteAtlas:CO2emissieETSbedrijven;;;
498;NL-202201000;EemsEnergy Terminal B.V.;EemsEnergy Terminal B.V.;GRONINGEN;0;0;0;0;0;0;0;0;0;16587;31781;49459;54312;BU19661401;GM1966;9979.0;9979XV;BU19661401;GM1966;9979.0;9979XV;BU19661401;GM1966;9979.0;9979XV;False;False;False;53.44939627484325;6.845350247944977;WarmteAtlas:CO2emissieETSbedrijven;;;
499;NL-202100945;AVI Twence - Boeldershoek;Twence Holding B.V.;Hengelo;0;0;0;0;0;0;0;0;0;0;0;243077;206114;BU01530908;GM0153;7547.0;7547PB;BU01530908;GM0153;7547.0;7547PB;BU01530908;GM0153;7547.0;7547PB;False;False;False;52.23371111915592;6.785124160776163;WarmteAtlas:CO2emissieETSbedrijven;;;
500;NL-202100946;Reststoffen Energie Centrale B.V.;ReststoffenEnergieCentrale B.V.;Harlingen;0;0;0;0;0;0;0;0;0;0;0;87056;89270;BU00720007;GM0072;8861.0;8861NW;BU00720007;GM0072;8861.0;8861NW;BU00720007;GM0072;8861.0;8861NW;False;False;False;53.190347974385894;5.427063176233092;WarmteAtlas:CO2emissieETSbedrijven;;;
501;NL-202100947;N.V. HVC locatie Alkmaar (AVI);N.V. HVC;Alkmaar;0;0;0;0;0;0;0;0;0;0;0;217118;236721;BU03610309;GM0361;1812.0;1812RD;BU03610309;GM0361;1812.0;1812RD;BU03610309;GM0361;1812.0;1812RD;False;False;False;52.6093885772152;4.7592817428664445;WarmteAtlas:CO2emissieETSbedrijven;;;
502;NL-202100952;EEW Energy from Waste Delfzijl B.V. (AVI);EEW Energy from Waste Delfzijl B.V.;Farmsum;0;0;0;0;0;0;0;0;0;0;0;219835;241470;BU19790831;GM1979;9936.0;9936HD;BU19790831;GM1979;9936.0;9936HD;BU19790831;GM1979;9936.0;9936HD;False;False;False;53.308399710131916;6.985999377223014;WarmteAtlas:CO2emissieETSbedrijven;;;
503;NL-202100956;B.V. Afvalverbranding Zuid Nederland (AZN) (AVI);B.V. Afvalverbranding Zuid-Nederland (AZN);Moerdijk;0;0;0;0;0;0;0;0;0;0;0;395734;375730;BU17090303;GM1709;4782.0;4782PM;BU17090303;GM1709;4782.0;4782PM;BU17090303;GM1709;4782.0;4782PM;False;False;False;51.68255947225977;4.578907528613526;WarmteAtlas:CO2emissieETSbedrijven;;;
504;NL-202100957;Attero B.V., locatie Wijster;ATTERO B.V.;Wijster;0;0;0;0;0;0;0;0;0;0;0;201405;211808;BU17310309;GM1731;9418.0;9418TW;BU17310309;GM1731;9418.0;9418TW;BU17310309;GM1731;9418.0;9418TW;False;False;False;52.78883710629436;6.508044318819986;WarmteAtlas:CO2emissieETSbedrijven;;;
505;NL-202100959;AVR locatie Rozenburg (AVI);AVR-Afvalverwerking B.V.;Botlek Rotterdam;0;0;0;0;0;0;0;0;0;0;0;62297;417766;BU05992306;GM0599;3197.0;3197KK;BU05992306;GM0599;3197.0;3197KK;BU05992306;GM0599;3197.0;3197KK;False;False;False;51.89614790003535;4.2740406612909;WarmteAtlas:CO2emissieETSbedrijven;;;
506;NL-202100960;AVR Locatie Duiven (AVI);AVR-Afvalverwerking B.V.;Duiven;0;0;0;0;0;0;0;0;0;0;0;120979;128007;BU02260101;GM0226;6921.0;6921PZ;BU02260101;GM0226;6921.0;6921PZ;BU02260101;GM0226;6921.0;6921PZ;False;False;False;51.97190019487055;5.996404820419872;WarmteAtlas:CO2emissieETSbedrijven;;;
507;NL-202100961;PreZero Energy;PreZero Energy Roosendaal B.V.;Roosendaal;0;0;0;0;0;0;0;0;0;0;0;125756;131675;BU16740309;GM1674;4703.0;4703RK;BU16740309;GM1674;4703.0;4703RK;BU16740309;GM1674;4703.0;4703RK;False;False;False;51.54662253611409;4.4415242236855725;WarmteAtlas:CO2emissieETSbedrijven;;;
509;NL-202100963;N.V. HVC locatie Dordrecht (AVI);N.V. HVC;Dordrecht;0;0;0;0;0;0;0;0;0;0;0;95956;102251;BU05050608;GM0505;3313.0;3313LA;BU05050608;GM0505;3313.0;3313LA;BU05050608;GM0505;3313.0;3313LA;False;False;False;51.81432319376987;4.7326796218983365;WarmteAtlas:CO2emissieETSbedrijven;;;
510;NL-202100964;AEB Amsterdam (AVI);AEB Exploitatie B.V.;Amsterdam;0;0;0;0;0;0;0;0;0;0;0;405784;489800;BU0363BA02;GM0363;1045.0;1045BA;BU0363BA02;GM0363;1045.0;1045BA;BU0363BA02;GM0363;1045.0;1045BA;False;False;False;52.40058950450222;4.79227655422235;WarmteAtlas:CO2emissieETSbedrijven;;;
512;NL-202201003;AMS13/14;Microsoft Datacenter Netherlands B.V.;Middenmeer;0;0;0;0;0;0;0;0;0;0;171;415;135;BU19111090;GM1911;1775.0;1775RA;BU19111090;GM1911;1775.0;1775RA;BU19111090;GM1911;1775.0;1775RA;False;False;False;52.79087268621067;5.0133232074997185;WarmteAtlas:CO2emissieETSbedrijven;;;
513;NL-202300007;NL-DC Datacenter Aalsmeer;NorthC Datacenters B.V.;Aalsmeer;0;0;0;0;0;0;0;0;0;0;15;29;39;BU03580004;GM0358;1431.0;1431GJ;BU03580004;GM0358;1431.0;1431GJ;BU03580004;GM0358;1431.0;1431GJ;False;False;False;52.25918285957662;4.77106942096902;WarmteAtlas:CO2emissieETSbedrijven;;;
514;NL-202300008;maincubes B.V. (AMS01);maincubes B.V.;Schiphol-Rijk;0;0;0;0;0;0;0;0;0;0;5;12;15;BU03940674;GM0394;1119.0;1119NL;BU03940674;GM0394;1119.0;1119NL;BU03940674;GM0394;1119.0;1119NL;False;False;False;52.28158771274611;4.770656460647057;WarmteAtlas:CO2emissieETSbedrijven;;;
515;NL-202300009;EdgeConneX AMS06 B.V.;EdgeConneX AMS06 B.V.;Rozenburg;0;0;0;0;0;0;0;0;0;0;4;900;209;BU03940677;GM0394;1437.0;1437EJ;BU03940677;GM0394;1437.0;1437EJ;BU03940677;GM0394;1437.0;1437EJ;False;False;False;52.282456202561065;4.7397667896837845;WarmteAtlas:CO2emissieETSbedrijven;;;
516;NL-202300010;Verizon Nederland B.V.;Verizon Nederland B.V.;Schiphol;0;0;0;0;0;0;0;0;0;0;40;141;137;BU04370001;GM0437;1114.0;1114AD;BU04370001;GM0437;1114.0;1114AD;BU04370001;GM0437;1114.0;1114AD;False;False;False;52.33606522689555;4.927143979083968;WarmteAtlas:CO2emissieETSbedrijven;;;
517;NL-202300011;TWC Boasso;Vattenfall Warmte N.V.;Botlek Rotterdam;0;0;0;0;0;0;0;0;0;0;2333;9295;57;BU05992306;GM0599;3197.0;3197KA;BU05992306;GM0599;3197.0;3197LM;BU05992306;GM0599;3197.0;3197LM;False;False;False;51.868832762440604;4.271463702085151;WarmteAtlas:CO2emissieETSbedrijven;;;
518;NL-202400012;Evonik Peroxide Netherlands B.V.;Evonik Peroxide Netherlands B.V.;Farmsum;0;0;0;0;0;0;0;0;0;0;0;25539;23779;BU19790831;GM1979;9936.0;9936HE;BU19790831;GM1979;9936.0;9936HE;BU19790831;GM1979;9936.0;9936HE;False;False;False;53.31096108785891;6.963541424169239;WarmteAtlas:CO2emissieETSbedrijven;;;
519;NL-202400015;Knauf B.V.;Knauf B.V.;Oosterhout;0;0;0;0;0;0;0;0;0;0;0;15324;15413;BU08260902;GM0826;4906.0;4906AE;BU08260902;GM0826;4906.0;4906AE;BU08260902;GM0826;4906.0;4906AE;False;False;False;51.67069640821181;4.830717738885578;WarmteAtlas:CO2emissieETSbedrijven;;;
520;NL-202400017;James Hardie Netherlands B.V.;James Hardie Netherlands B.V.;Niftrik;0;0;0;0;0;0;0;0;0;0;0;16059;17520;BU02960701;GM0296;6606.0;6606KG;BU02960701;GM0296;6606.0;6606KG;BU02960701;GM0296;6606.0;6606KG;False;False;False;51.79769893807927;5.693472574834566;WarmteAtlas:CO2emissieETSbedrijven;;;
521;NL-202500061;Biodiesel Argent B.V.;Biodiesel Argent B.V.;Amsterdam;0;0;0;0;0;0;0;0;0;0;0;0;15551;BU0363BA03;GM0363;1044.0;1044AN;BU0363BA03;GM0363;1044.0;1044AN;BU0363BA03;GM0363;1044.0;1044AN;False;False;False;52.398284123897014;4.804017843510292;WarmteAtlas:CO2emissieETSbedrijven;;;
522;NL-202400016;QTS Eemshaven I DC2 B.V.;QTS Eemshaven I DC2 B.V.;Eemshaven;0;0;0;0;0;0;0;0;0;0;0;0;732;BU19661401;GM1966;9979.0;9979XZ;BU19661401;GM1966;9979.0;9979XZ;BU19661401;GM1966;9979.0;9979XZ;False;False;False;53.43619024740951;6.8568805111978754;WarmteAtlas:CO2emissieETSbedrijven;;;
