waterschap;res_gebied;naamgeving;min_uur;med_uur;gj_exwko;min_gj_ex;opmerking;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
Waterschap Limburg;Noord- en Midden Limburg;Buggenum;21.9479166667;44.7916666667;2531.33;1240.35;;BU16400600;GM1640;6082;6082AN;BU16400600;GM1640;6082;6082AN;BU16400600;GM1640;6082;6082AN;False;False;False;51.22884223816389;5.986516486529315;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Baexem;45.26375;92.375;5220.44;2558.01;;BU16400800;GM1640;6095;6095CK;BU16400800;GM1640;6095;6095CK;BU16400800;GM1640;6095;6095CK;False;False;False;51.23134201975468;5.887501221706277;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Heythuesen;149.735833333;305.583333333;17269.61;8462.11;;BU16400001;GM1640;6093;6093AT;BU16400001;GM1640;6093;6093AT;BU16400001;GM1640;6093;6093AT;False;False;False;51.243155429171715;5.89533497501056;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Heibloem;12.3316666667;25.1666666667;696.9;0.0;;BU16400100;GM1640;6089;6089NR;BU16400100;GM1640;6089;6089NR;BU16400100;GM1640;6089;6089NR;False;False;False;51.30240173977675;5.897283720059428;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Roggel;269.295833333;549.583333333;31058.93;15218.87;;BU16400200;GM1640;6088;6088BS;BU16400200;GM1640;6088;6088BS;BU16400200;GM1640;6088;6088BS;False;False;False;51.260227466098755;5.92679902420042;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Oude Maas Horn;17.2316666667;35.1666666667;973.82;0.0;;BU16400701;GM1640;6085;6085NB;BU16400701;GM1640;6041;6041TK;BU16400701;GM1640;6041;6041TK;False;False;True;51.21219643868179;5.9684667801640545;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Horn;68.6;140.0;7911.9;3876.83;;BU16400700;GM1640;6085;6085EM;BU16400700;GM1640;6085;6085EM;BU16400700;GM1640;6085;6085EM;False;False;False;51.21391399519324;5.950069001284404;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Ell;19.78375;40.375;1118.05;0.0;;BU16401101;GM1640;6011;6011SE;BU16401101;GM1640;6011;6011SE;BU16401101;GM1640;6011;6011SE;False;False;False;51.22303264143016;5.783571408485567;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Zuid-Limburg;Strijthagen;106.02375;216.375;12228.13;5991.78;;BU08820020;GM0882;6372;6372PZ;BU08820020;GM0882;6372;6372PZ;BU08820020;GM0882;6372;6372PZ;False;False;False;50.89062846400161;6.035397573751146;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Montfort;65.2516666668;133.166666667;7525.72;3687.6;;BU16690109;GM1669;6065;6065AX;BU16690109;GM1669;6065;6065AX;BU16690109;GM1669;6065;6065AX;False;False;False;51.12245460845041;5.943792407455042;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Melick;179.135833333;365.583333333;20660.43;10123.61;;BU16690301;GM1669;6074;6074AC;BU16690301;GM1669;6074;6074AC;BU16690301;GM1669;6074;6074AC;False;False;False;51.15176704103622;6.00437685921425;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Vlodrop;58.2079166668;118.791666667;6713.34;3289.53;;BU16690609;GM1669;6063;6063NC;BU16690609;GM1669;6063;6063NC;BU16690609;GM1669;6063;6063NC;False;False;False;51.137638559941145;6.08643081027839;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Herkenbosch;87.0158333332;177.583333333;10035.87;4917.57;;BU16690501;GM1669;6075;6075AJ;BU16690501;GM1669;6075;6075AJ;BU16690501;GM1669;6075;6075AJ;False;False;False;51.1506277353561;6.057471996004775;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Posterholt;77.0116666668;157.166666667;8882.05;4352.2;;BU16690401;GM1669;6061;6061EX;BU16690401;GM1669;6061;6061EX;BU16690401;GM1669;6061;6061EX;False;False;False;51.124961440947615;6.022772290092124;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Thorn;53.6958333332;109.583333333;6192.94;3034.54;;BU16410409;GM1641;6017;6017BD;BU16410409;GM1641;6017;6017BD;BU16410409;GM1641;6017;6017BD;False;False;False;51.15906210736128;5.855164827330833;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Wessem;52.12375;106.375;6011.63;2945.7;;BU16410700;GM1641;6019;6019AB;BU16410700;GM1641;6019;6019AB;BU16410700;GM1641;6019;6019AB;False;False;False;51.15890852852241;5.883495513323063;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Beegden;37.0358333333;75.5833333333;4271.48;2093.02;;BU16410600;GM1641;6099;6099BW;BU16410600;GM1641;6099;6099BW;BU16410600;GM1641;6099;6099BW;False;False;False;51.18586632832202;5.921976629735732;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Linne;315.151666667;643.166666667;36347.66;17810.35;;BU16410100;GM1641;6067;6067BH;BU16410100;GM1641;6067;6067BH;BU16410100;GM1641;6067;6067BH;False;False;False;51.1601731632458;5.939846610815388;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Brachterbeek;38.22;78.0;4408.06;2159.94;;BU16410009;GM1641;6051;6051JP;BU16410009;GM1641;6051;6051JP;BU16410009;GM1641;6051;6051JP;False;False;False;51.15074034040692;5.911505837678651;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Maasbracht;130.34;266.0;15032.61;7365.98;;BU16410000;GM1641;6051;6051AC;BU16410000;GM1641;6051;6051AC;BU16410000;GM1641;6051;6051AC;False;False;False;51.15163973531226;5.897266433258667;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Stevensweert;39.587916666699996;80.7916666667;4565.82;2237.25;;BU16410200;GM1641;6107;6107BT;BU16410200;GM1641;6107;6107BT;BU16410200;GM1641;6107;6107BT;False;False;False;51.13346980324598;5.8441033169887735;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Oho en Laak;60.76;124.0;7007.68;3433.76;;BU16410301;GM1641;6109;6109AB;BU16410301;GM1641;6109;6109AB;BU16410301;GM1641;6109;6109AB;False;False;False;51.11024339345017;5.8484134292263645;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Heel;130.34;266.0;7516.3;3682.99;;BU16410500;GM1641;6097;6097NA;BU16410500;GM1641;6097;6097NA;BU16410500;GM1641;6097;6097NA;False;False;False;51.17444739309234;5.890455849802725;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Calafornir BD;0.0;0.0;0.0;0.0;;BU09832812;GM0983;5928;5928SJ;BU09832812;GM0983;5928;5928SJ;BU09832810;GM0983;5928;5928SJ;True;False;False;51.41321876463709;6.100687166992666;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Arcen;45.26375;92.375;5220.44;2558.01;;BU09834401;GM0983;5944;5944CA;BU09834401;GM0983;5944;5944CA;BU09834401;GM0983;5944;5944CA;False;False;False;51.47560270739913;6.1786753171771345;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Lomm;91.9158333332;187.583333333;10601.0;5194.49;;BU09834301;GM0983;5943;5943AE;BU09834301;GM0983;5943;5943AE;BU09834301;GM0983;5943;5943AE;False;False;False;51.44983058587676;6.166747074269773;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Velden;176.58375;360.375;20366.08;9979.38;;BU09834105;GM0983;5941;5941NV;BU09834105;GM0983;5941;5941NV;BU09834105;GM0983;5941;5941NV;False;False;False;51.4134990496237;6.156954582492387;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Belfeld;405.127916667;826.791666667;46724.97;22895.23;;BU09835101;GM0983;5951;5951AJ;BU09835101;GM0983;5951;5951AJ;BU09835101;GM0983;5951;5951AJ;False;False;False;51.313721540686714;6.109088223558301;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Vriendenkring Arcen;5.88;12.0;332.29;0.0;;BU09834403;GM0983;5944;5944EM;BU09834403;GM0983;5944;5944EM;BU09834403;GM0983;5944;5944EM;False;False;False;51.48593283571792;6.173095924685755;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Boerenweg Arcen;8.02375;16.375;453.45;0.0;;BU09834403;GM0983;5944;5944EM;BU09834403;GM0983;5944;5944EM;BU09834403;GM0983;5944;5944EM;False;False;False;51.48460489640352;6.182028132272109;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Boekend;0.0;0.0;0.0;0.0;;BU09832702;GM0983;5927;5927PE;BU09832702;GM0983;5927;5927PE;BU09832702;GM0983;5927;5927PE;False;False;False;51.371115572432;6.099009269851788;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Zuid-Limburg;Berg a/d Maas;17.2;28.5;1610.63;972.03;;BU09710200;GM0971;6129;6129BC;BU09710200;GM0971;6129;6129BC;BU09710200;GM0971;6129;6129BC;False;False;False;51.00604687426218;5.768483514039624;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Zuid-Limburg;Urmond;7.0;12.0;678.16;395.59;;BU09710201;GM0971;6129;6129CA;BU09710201;GM0971;6129;6129CA;BU09710201;GM0971;6129;6129CA;False;False;False;50.99350271813369;5.7644201562193365;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Zuid-Limburg;Meers;7.0;13.6;2326.47;1139.97;;BU09710101;GM0971;6181;6181PE;BU09710101;GM0971;6181;6181PE;BU09710101;GM0971;6181;6181PE;False;False;False;50.96514671551461;5.740388065913041;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Zuid-Limburg;Elsloo;32.9116666667;67.1666666667;3795.83;1859.95;;BU09710100;GM0971;6181;6181GN;BU09710100;GM0971;6181;6181GN;BU09710100;GM0971;6181;6181GN;False;False;False;50.947978025142845;5.757630866333714;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Zuid-Limburg;De Bramert;24.0;39.6;2237.93;1356.32;;BU09710202;GM0971;6129;6129PB;BU09710202;GM0971;6129;6129PB;BU09710202;GM0971;6129;6129PB;False;False;False;50.99168900910315;5.771996780106546;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Zuid-Limburg;Stein;42.0;87.3;2466.81;1186.78;;BU09710000;GM0971;6171;6171ET;BU09710000;GM0971;6171;6171ET;BU09710000;GM0971;6171;6171ET;False;False;False;50.97062176021242;5.75456666783935;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Zuid-Limburg;Munstergeleen;122.5;250.0;14128.4;6922.91;;BU18830300;GM1883;6151;6151CS;BU18830300;GM1883;6151;6151CS;BU18830300;GM1883;6151;6151CS;False;False;False;50.97807937852307;5.859565312150004;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Zuid-Limburg;Geleen;910.807916668;1858.79166667;105047.0;51473.03;;BU18830504;GM1883;6166;6166BE;BU18830504;GM1883;6166;6166BE;BU18830504;GM1883;6166;6166BE;False;False;False;50.964762326297254;5.842731838859212;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Zuid-Limburg;Puth;18.2116666667;37.1666666667;1029.2;0.0;;BU18830506;GM1883;6166;6166CE;BU18830506;GM1883;6166;6166CE;BU18830506;GM1883;6166;6166CE;False;False;False;50.970452616132164;5.84720126598909;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Zuid-Limburg;Sweikhuizen;12.1479166667;24.7916666667;686.52;0.0;;BU18830504;GM1883;6164;6164RB;BU18830504;GM1883;6164;6164RB;BU18830504;GM1883;6164;6164RB;False;False;False;50.952954252994026;5.839584176026901;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Zuid-Limburg;Grevenbicht;46.4479166667;94.7916666667;5357.01;2624.93;;BU18830702;GM1883;6127;6127AG;BU18830702;GM1883;6127;6127AG;BU18830702;GM1883;6127;6127AG;False;False;False;51.04353418002123;5.770091310810754;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Zuid-Limburg;Obbicht;23.70375;48.375;2733.84;1339.58;;BU18830700;GM1883;6125;6125AT;BU18830700;GM1883;6125;6125AT;BU18830700;GM1883;6125;6125AT;False;False;False;51.027457389974835;5.7742054094023665;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Merselo;14.1079166667;28.7916666667;797.28;0.0;;BU09840301;GM0984;5815;5815CB;BU09840301;GM0984;5815;5815CB;BU09840301;GM0984;5815;5815CB;False;False;False;51.527145293943825;5.930153348618403;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Castenray;10.5758333333;21.5833333333;597.67;0.0;;BU09840801;GM0984;5811;5811AR;BU09840801;GM0984;5811;5811AR;BU09840801;GM0984;5811;5811AR;False;False;False;51.48975987725484;6.039209319509168;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Wanssum;0.0;15.0;0.0;0.0;;BU09842101;GM0984;5861;5861EH;BU09842101;GM0984;5861;5861EH;BU09842101;GM0984;5861;5861EH;False;False;False;51.540683165870135;6.085635591134432;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Blitterswijck;18.62;38.0;1052.28;0.0;;BU09842301;GM0984;5863;5863EB;BU09842301;GM0984;5863;5863EB;BU09842301;GM0984;5863;5863EB;False;False;False;51.53198178309805;6.112207699501533;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Ysselsteyn;36.0558333333;73.5833333333;4158.45;2037.64;;BU09840201;GM0984;5813;5813BM;BU09840201;GM0984;5813;5813BM;BU09840201;GM0984;5813;5813BM;False;False;False;51.49444803672458;5.899436270726837;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Leunen;119.74375;244.375;13810.51;6767.15;;BU09841001;GM0984;5809;5809EZ;BU09841001;GM0984;5809;5809EZ;BU09841001;GM0984;5809;5809EZ;False;False;False;51.514380321209075;5.985509065766192;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Oirlo BD;0.0;0.0;0.0;0.0;;BU09840701;GM0984;5808;5808AT;BU09840701;GM0984;5808;5808AT;BU09840701;GM0984;5808;5808AT;False;False;False;51.512213069372166;6.03529197004825;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Oostrum;90.7316666668;185.166666667;10464.43;5127.57;;BU09840601;GM0984;5807;5807BT;BU09840601;GM0984;5807;5807BT;BU09840601;GM0984;5807;5807BT;False;False;False;51.5275547829022;6.021867847485977;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Heide;11.94375;24.375;674.98;0.0;;BU09840101;GM0984;5812;5812AA;BU09840101;GM0984;5812;5812AA;BU09840101;GM0984;5812;5812AA;False;False;False;51.50652723355259;5.952406121368218;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Zuid-Limburg;Vaesrade;25.2758333333;51.5833333333;2915.15;1428.42;;BU19540103;GM1954;6361;6361HG;BU19540103;GM1954;6361;6361HG;BU19540103;GM1954;6361;6361HG;False;False;False;50.927689524812536;5.893114938134256;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Zuid-Limburg;Nuth;148.367916667;302.791666667;17111.84;8384.8;;BU19540103;GM1954;6361;6361BG;BU19540103;GM1954;6361;6361BG;BU19540103;GM1954;6361;6361BG;False;False;False;50.91545480290631;5.89942250304229;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Zuid-Limburg;Schimmert;58.5958333332;119.583333333;6758.08;3311.46;;BU19540400;GM1954;6333;6333BV;BU19540400;GM1954;6333;6333BV;BU19540400;GM1954;6333;6333BV;False;False;False;50.915801556289765;5.825982224372574;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;stramproy;84.6679166668;172.791666667;9765.07;4784.88;;BU09883402;GM0988;6039;6039RX;BU09883402;GM0988;6039;6039RX;BU09883402;GM0988;6039;6039RX;False;False;False;51.204322430278424;5.728306330847902;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Swartbroek;28.0116666667;57.1666666667;3230.69;1583.04;;BU09883301;GM0988;6005;6005NR;BU09883301;GM0988;6005;6005NR;BU09883301;GM0988;6005;6005NR;False;False;False;51.23284346896957;5.7689519437357655;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Noord- en Midden Limburg;Altweerterheide;9.8;20.0;553.83;0.0;;BU09883101;GM0988;6006;6006TL;BU09883101;GM0988;6006;6006TL;BU09883101;GM0988;6006;6006TL;False;False;False;51.22118506946992;5.68249798144351;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Zuid-Limburg;Eygelshoven;122.68375;250.375;14149.59;6933.3;;BU09280200;GM0928;6471;6471ER;BU09280200;GM0928;6471;6471ER;BU09280200;GM0928;6471;6471ER;False;False;False;50.89387891530646;6.065802153337006;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Zuid-Limburg;Haanrade;53.3079166668;108.791666667;6148.2;3012.62;;BU09280205;GM0928;6464;6464EC;BU09280205;GM0928;6464;6464EC;BU09280205;GM0928;6464;6464EC;False;False;False;50.884571973007375;6.075484940159023;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Zuid-Limburg;Oost-Maarland;181.48375;370.375;20931.22;10256.3;;BU19030009;GM1903;6245;6245LB;BU19030009;GM1903;6245;6245LB;BU19030009;GM1903;6245;6245LB;False;False;False;50.7992269325108;5.707721215313439;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Zuid-Limburg;Margraten;47.8158333333;97.5833333333;5514.78;2702.24;;BU19030200;GM1903;6269;6269EX;BU19030200;GM1903;6269;6269EX;BU19030200;GM1903;6269;6269EX;False;False;False;50.827255044789695;5.820417718505579;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Zuid-Limburg;Terlinden;24.68375;50.375;2846.87;1394.96;;BU19030504;GM1903;6255;6255NM;BU19030504;GM1903;6255;6255NM;BU19030504;GM1903;6255;6255NM;False;False;False;50.774867640962356;5.825259055916043;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Zuid-Limburg;Noorbeek;11.1679166667;22.7916666667;631.13;0.0;;BU19030502;GM1903;6255;6255NH;BU19030502;GM1903;6255;6255NH;BU19030502;GM1903;6255;6255NH;False;False;False;50.77072717526128;5.807416061342029;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Zuid-Limburg;Mheer;13.1279166667;26.7916666667;741.9;0.0;;BU19030500;GM1903;6261;6261NK;BU19030500;GM1903;6261;6261NK;BU19030500;GM1903;6261;6261NK;False;False;False;50.77629313818585;5.789220922408606;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Zuid-Limburg;Banholt;5.28791666668;10.7916666667;298.83;0.0;;BU19030501;GM1903;6262;6262NP;BU19030501;GM1903;6262;6262NP;BU19030501;GM1903;6262;6262NP;False;False;False;50.79181038300975;5.803735431510893;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
Waterschap Limburg;Zuid-Limburg;Gronsveld;60.76;124.0;3503.84;1716.88;;BU19030100;GM1903;6247;6247BK;BU19030100;GM1903;6247;6247BK;BU19030100;GM1903;6247;6247BK;False;False;False;50.80973461086263;5.717384220877122;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord-Holland Zuid;AWTG Velsen Noord;24.3333333334;48.6666666667;1375.16;687.58;;BU04530505;GM0453;1951;1951AS;BU04530505;GM0453;1951;1951AS;BU04530505;GM0453;1951;1951AS;False;False;False;52.465752138779706;4.651298445360153;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Hollands Noorderkwartier;Noord-Holland Zuid;AWTG Velsen Noord;24.3333333334;48.6666666667;1375.16;687.58;;BU04530505;GM0453;1951;1951AS;BU04530505;GM0453;1951;1951AS;BU04530505;GM0453;1951;1951AS;False;False;False;52.465752138779706;4.651298445360153;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
