waterschap;res_gebied;naamgeving;min_uur;med_uur;gj_exwko;min_gj_ex;opmerking;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Laarderhoogtweg Amsterdam;113.516666667;231.666666667;13092.31;6415.23;;BU0363TA02;GM0363;1101;1101EA;BU0363TA02;GM0363;1101;1101EA;BU0363TA02;GM0363;1101;1101EA;False;False;False;52.30219336165661;4.944439751047285;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Burg.Mulstraat (Driemond);2.49083333333;5.08333333333;140.76;0.0;;BU0363SA02;GM0363;1109;1109AP;BU0363SA02;GM0363;1109;1109AP;BU0363SA02;GM0363;1109;1109AP;False;False;False;52.30316497962316;5.020058040753832;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Lentestraat (Driemond);12.1275;24.75;685.36;0.0;;BU0363SA02;GM0363;1109;1109AT;BU0363SA02;GM0363;1109;1109AT;BU0363SA02;GM0363;1109;1109AT;False;False;False;52.307044088950505;5.019187296484118;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Leusdenhof;7.86041666668;16.0416666667;444.22;0.0;;BU0363TK01;GM0363;1108;1108DN;BU0363TK01;GM0363;1108;1108DN;BU0363TK01;GM0363;1108;1108DN;False;False;False;52.30778790376627;4.9803787146693175;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Flierbosdreef riool;110.25;225.0;12715.56;6230.62;;BU0363TC05;GM0363;1102;1102BV;BU0363TC05;GM0363;1102;1102BV;BU0363TC05;GM0363;1102;1102BV;False;False;False;52.312665340621365;4.960043047228718;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;De Loper (Arena);43.4875;88.75;5015.58;2457.63;;BU0363TA01;GM0363;1114;1114BC;BU0363TA01;GM0363;1114;1114BC;BU0363TA01;GM0363;1114;1114BC;False;False;False;52.31485121246396;4.9382344307981265;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Berthold Brechtstraat;9.4325;19.25;533.06;0.0;;BU0363TB01;GM0363;1102;1102RG;BU0363TB01;GM0363;1102;1102RG;BU0363TB01;GM0363;1102;1102RG;False;False;False;52.318270706197445;4.946288544869874;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Dostojevskisingel;14.9654166667;30.5416666667;845.74;0.0;;BU0363TB02;GM0363;1102;1102AM;BU0363TB02;GM0363;1102;1102AM;BU0363TB02;GM0363;1102;1102AM;False;False;False;52.323192050369535;4.946505631131206;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;van Nijenrodeweg;105.9625;216.25;12221.06;5988.32;;BU0363KQ06;GM0363;1082;1082GV;BU0363KQ06;GM0363;1082;1082GV;BU0363KQ06;GM0363;1082;1082GV;False;False;False;52.328195409704556;4.87858657962714;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Amstelglorie;0.8575;1.75;48.46;0.0;;BU0363MQ03;GM0363;1096;1096CN;BU0363MQ03;GM0363;1096;1096CN;BU0363MQ03;GM0363;1096;1096CN;False;False;False;52.333846411733106;4.908849508935244;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;De Boelelaan;1.79666666667;3.66666666667;101.53;0.0;;BU0363KP05;GM0363;1083;1083HM;BU0363KP05;GM0363;1083;1083HM;BU0363KP05;GM0363;1083;1083HM;False;False;False;52.33507964803167;4.887860256867533;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;H.J.E. Wenckebachweg;3.22583333333;6.58333333333;182.3;0.0;;BU0363MQ07;GM0363;1096;1096AS;BU0363MQ07;GM0363;1096;1096AS;BU0363MQ07;GM0363;1096;1096AS;False;False;False;52.33598708511635;4.935792622535479;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Vivaldi (Drentestraat);2.47041666667;5.04166666667;139.61;0.0;;BU0363KP05;GM0363;1083;1083HP;BU0363KP05;GM0363;1083;1083HP;BU0363KP05;GM0363;1083;1083HP;False;False;False;52.33597943165856;4.884446750343471;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Gustav Mahlerplein;14.0875;28.75;796.13;0.0;;BU0363KP04;GM0363;1082;1082LS;BU0363KP04;GM0363;1082;1082LS;BU0363KP04;GM0363;1082;1082LS;False;False;False;52.33689986962382;4.873729426200856;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Gustav Mahlerlaan (tramlus) Gustav Mahlerlaan Amsterdam;73.5;150.0;8477.03;4153.74;;BU0363KP03;GM0363;1081;1081LA;BU0363KP03;GM0363;1081;1081LA;BU0363KP03;GM0363;1081;1081LA;False;False;False;52.33690098014862;4.860990342830484;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Oude Haagseweg-clustergemaal;1.20458333333;2.45833333333;68.07;0.0;;BU0363FQ10;GM0363;1066;1066BV;BU0363FQ10;GM0363;1066;1066BV;BU0363FQ10;GM0363;1066;1066BV;False;False;False;52.33670761170399;4.818344683629113;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Korte Ouderkerkerdijk nst Hfdk;3.10333333333;6.33333333333;175.38;0.0;;BU0363MQ05;GM0363;1096;1096GG;BU0363MQ05;GM0363;1096;1096GG;BU0363MQ05;GM0363;1096;1096GG;False;False;False;52.33964926165921;4.917825570821568;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Sloterweg/J.Huizingalaan;4.36916666667;8.91666666667;246.91;0.0;;BU0363FQ09;GM0363;1066;1066EP;BU0363FQ09;GM0363;1066;1066LJ;BU0363FQ09;GM0363;1066;1066LJ;False;False;False;52.34221166980006;4.825326396384432;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
HH Amstel, Gooi en Vecht;Noord-Holland Zuid;Omval;5.5125;11.25;311.53;0.0;;BU0363MQ01;GM0363;1096;1096BA;BU0363MQ01;GM0363;1096;1096BA;BU0363MQ01;GM0363;1096;1096BA;False;False;False;52.343717011871846;4.917866944651694;WarmteAtlas:TEA_assets_zonder_wko;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:57;
