PK_UID;type_leid0;jaar;diameter;materiaal;soort_lei0;effluent_z;effluent_w;Shape_Leng;wp_gj_z;wp_gj_w;ws;tp_z_jaar;tp_w_jaar;gemeente;res_regio;tp_w_nb;tp_z_nb;tp_w_bb;tp_z_bb;provincie;waterschap;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;centroid_lat;centroid_lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
670;Persleiding;1981;0;Beton met stalen kern;Effluentleiding;3871;3871;3.699732;80.9039;80.9039;Waterschap Hollandse Delta;29529.9;22790.6;Hellevoetsluis;Rotterdam-Den Haag;234;468;94;187;Zuid-Holland;Waterschap Hollandse Delta;BU19920901;GM1992;3224.0;3224AD;BU19920901;GM1992;3224.0;3224AD;BU19920901;GM1992;3224.0;3224AD;False;False;False;51.84450071202179;4.173969479085803;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
671;Persleiding;1981;0;Beton met stalen kern;Effluentleiding;3871;3871;37.005287;80.9039;80.9039;Waterschap Hollandse Delta;29529.9;22790.6;Hellevoetsluis;Rotterdam-Den Haag;234;468;94;187;Zuid-Holland;Waterschap Hollandse Delta;BU19920901;GM1992;3224.0;3224AD;BU19920901;GM1992;3224.0;3224AD;BU19920901;GM1992;3224.0;3224AD;False;False;False;51.84434801654393;4.174132107391384;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
672;Persleiding;1981;0;Beton met stalen kern;Effluentleiding;3871;3871;3.450346;80.9039;80.9039;Waterschap Hollandse Delta;29529.9;22790.6;Hellevoetsluis;Rotterdam-Den Haag;234;468;94;187;Zuid-Holland;Waterschap Hollandse Delta;BU19920901;GM1992;3224.0;3224AD;BU19920901;GM1992;3224.0;3224AD;BU19920901;GM1992;3224.0;3224AD;False;False;False;51.8441962552782;4.174293735605207;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
673;Persleiding;1981;0;Beton met stalen kern;Effluentleiding;3871;3871;1.999846;80.9039;80.9039;Waterschap Hollandse Delta;29529.9;22790.6;Hellevoetsluis;Rotterdam-Den Haag;234;468;94;187;Zuid-Holland;Waterschap Hollandse Delta;BU19920901;GM1992;3224.0;3224AD;BU19920901;GM1992;3224.0;3224AD;BU19920901;GM1992;3224.0;3224AD;False;False;False;51.84417581048997;4.174315511428076;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
674;Persleiding;1981;0;Beton met stalen kern;Effluentleiding;3871;3871;5.050166;80.9039;80.9039;Waterschap Hollandse Delta;29529.9;22790.6;Hellevoetsluis;Rotterdam-Den Haag;234;468;94;187;Zuid-Holland;Waterschap Hollandse Delta;BU19920901;GM1992;3224.0;3224AD;BU19920901;GM1992;3224.0;3224AD;BU19920901;GM1992;3224.0;3224AD;False;False;False;51.84414936447483;4.174343679260108;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
675;Persleiding;1981;0;Beton met stalen kern;Effluentleiding;3871;3871;5.299889;80.9039;80.9039;Waterschap Hollandse Delta;29529.9;22790.6;Hellevoetsluis;Rotterdam-Den Haag;234;468;94;187;Zuid-Holland;Waterschap Hollandse Delta;BU19920800;GM1992;3225.0;3225LP;BU19920800;GM1992;3225.0;3225LN;BU19920800;GM1992;3225.0;3225LN;False;False;False;51.8440730266944;4.174424978580439;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
676;Persleiding;1981;0;Beton met stalen kern;Effluentleiding;3871;3871;4.999761;80.9039;80.9039;Waterschap Hollandse Delta;29529.9;22790.6;Hellevoetsluis;Rotterdam-Den Haag;234;468;94;187;Zuid-Holland;Waterschap Hollandse Delta;BU19920901;GM1992;3224.0;3224AD;BU19920901;GM1992;3224.0;3224AD;BU19920901;GM1992;3224.0;3224AD;False;False;False;51.84411166371277;4.174383829439231;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
677;Persleiding;1988;406;Glad Staal;Effluentleiding;1497;1497;9.353272;31.2873;31.2873;Waterschap Hollandse Delta;11419.9;8813.63;Nissewaard;Rotterdam-Den Haag;90;181;36;72;Zuid-Holland;Waterschap Hollandse Delta;BU19302504;GM1930;3218.0;3218LE;BU19302504;GM1930;3218.0;3218LE;BU19302504;GM1930;3218.0;3218LE;False;False;False;51.86607286686101;4.2239711328697975;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
678;Persleiding;1988;406;Glad Staal;Effluentleiding;1497;1497;3.299995;31.2873;31.2873;Waterschap Hollandse Delta;11419.9;8813.63;Nissewaard;Rotterdam-Den Haag;90;181;36;72;Zuid-Holland;Waterschap Hollandse Delta;BU19302504;GM1930;3218.0;3218LE;BU19302504;GM1930;3218.0;3218LE;BU19302504;GM1930;3218.0;3218LE;False;False;False;51.86602606767026;4.224023306497066;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
679;Persleiding;1988;406;Glad Staal;Effluentleiding;1497;1497;1.699851;31.2873;31.2873;Waterschap Hollandse Delta;11419.9;8813.63;Nissewaard;Rotterdam-Den Haag;90;181;36;72;Zuid-Holland;Waterschap Hollandse Delta;BU19302504;GM1930;3218.0;3218LE;BU19302504;GM1930;3218.0;3218LE;BU19302504;GM1930;3218.0;3218LE;False;False;False;51.86600757542134;4.224043922766183;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
680;Persleiding;1988;406;Glad Staal;Effluentleiding;1497;1497;3.899958;31.2873;31.2873;Waterschap Hollandse Delta;11419.9;8813.63;Nissewaard;Rotterdam-Den Haag;90;181;36;72;Zuid-Holland;Waterschap Hollandse Delta;BU19302504;GM1930;3218.0;3218LE;BU19302504;GM1930;3218.0;3218LE;BU19302504;GM1930;3218.0;3218LE;False;False;False;51.86598686398537;4.224067012476679;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
681;Persleiding;1988;406;Glad Staal;Effluentleiding;1497;1497;2.000193;31.2873;31.2873;Waterschap Hollandse Delta;11419.9;8813.63;Nissewaard;Rotterdam-Den Haag;90;181;36;72;Zuid-Holland;Waterschap Hollandse Delta;BU19302504;GM1930;3218.0;3218LE;BU19302504;GM1930;3218.0;3218LE;BU19302504;GM1930;3218.0;3218LE;False;False;False;51.865965042539464;4.224091342534481;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
682;Persleiding;1988;406;Glad Staal;Effluentleiding;1497;1497;2.09979;31.2873;31.2873;Waterschap Hollandse Delta;11419.9;8813.63;Nissewaard;Rotterdam-Den Haag;90;181;36;72;Zuid-Holland;Waterschap Hollandse Delta;BU19302504;GM1930;3218.0;3218LE;BU19302504;GM1930;3218.0;3218LE;BU19302504;GM1930;3218.0;3218LE;False;False;False;51.86594987860532;4.224108248578234;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
683;Persleiding;1988;406;Glad Staal;Effluentleiding;1497;1497;2.300148;31.2873;31.2873;Waterschap Hollandse Delta;11419.9;8813.63;Nissewaard;Rotterdam-Den Haag;90;181;36;72;Zuid-Holland;Waterschap Hollandse Delta;BU19302504;GM1930;3218.0;3218LE;BU19302504;GM1930;3218.0;3218LE;BU19302504;GM1930;3218.0;3218LE;False;False;False;51.86593360369241;4.224126387742581;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
684;Persleiding;1988;406;Glad Staal;Effluentleiding;1497;1497;1.700045;31.2873;31.2873;Waterschap Hollandse Delta;11419.9;8813.63;Nissewaard;Rotterdam-Den Haag;90;181;36;72;Zuid-Holland;Waterschap Hollandse Delta;BU19302504;GM1930;3218.0;3218LE;BU19302504;GM1930;3218.0;3218LE;BU19302504;GM1930;3218.0;3218LE;False;False;False;51.86591880872336;4.224142882027981;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
685;Persleiding;1988;406;Glad Staal;Effluentleiding;1497;1497;23.861299;31.2873;31.2873;Waterschap Hollandse Delta;11419.9;8813.63;Nissewaard;Rotterdam-Den Haag;90;181;36;72;Zuid-Holland;Waterschap Hollandse Delta;BU19302504;GM1930;3218.0;3218LE;BU19302504;GM1930;3218.0;3218LE;BU19302504;GM1930;3218.0;3218LE;False;False;False;51.865819656750546;4.224271534679723;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
686;Persleiding;0;0;Beton;Effluentleiding;11648;11648;161.207936;243.443;243.443;Waterschap Hollandse Delta;88856.7;68577.9;Nissewaard;Rotterdam-Den Haag;704;1409;282;564;Zuid-Holland;Waterschap Hollandse Delta;BU19301707;GM1930;3207.0;3207LD;BU19301707;GM1930;3207.0;3207LD;BU19301707;GM1930;3207.0;3207LD;False;False;False;51.842993477562906;4.365517476985055;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
687;Persleiding;1988;406;Glad Staal;Effluentleiding;1497;1497;1.89982;31.2873;31.2873;Waterschap Hollandse Delta;11419.9;8813.63;Nissewaard;Rotterdam-Den Haag;90;181;36;72;Zuid-Holland;Waterschap Hollandse Delta;BU19302504;GM1930;3218.0;3218LE;BU19302504;GM1930;3218.0;3218LE;BU19302504;GM1930;3218.0;3218LE;False;False;False;51.86590549500381;4.224157727048008;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
688;Persleiding;1988;552;Asbestcement;Effluentleiding;3474;3474;21.167153;72.6066;72.6066;Waterschap Hollandse Delta;26501.4;20453.3;Cromstrijen;Hoeksewaard;210;420;84;168;Zuid-Holland;Waterschap Hollandse Delta;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;False;False;False;51.719532638130076;4.416095141649644;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
689;Persleiding;1988;500;Glad Staal;Effluentleiding;3474;3474;20.15225;72.6066;72.6066;Waterschap Hollandse Delta;26501.4;20453.3;Cromstrijen;Hoeksewaard;210;420;84;168;Zuid-Holland;Waterschap Hollandse Delta;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;False;False;False;51.71970097651975;4.41622126395588;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
690;Persleiding;1988;500;Glad Staal;Effluentleiding;3474;3474;6.068144;72.6066;72.6066;Waterschap Hollandse Delta;26501.4;20453.3;Cromstrijen;Hoeksewaard;210;420;84;168;Zuid-Holland;Waterschap Hollandse Delta;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;False;False;False;51.71980675697888;4.416304838297873;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
691;Persleiding;1988;500;Glad Staal;Effluentleiding;3474;3474;3.598878;72.6066;72.6066;Waterschap Hollandse Delta;26501.4;20453.3;Cromstrijen;Hoeksewaard;210;420;84;168;Zuid-Holland;Waterschap Hollandse Delta;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;False;False;False;51.71984580787663;4.416335419371848;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
692;Persleiding;1988;552;Asbestcement;Effluentleiding;3474;3474;13.055937;72.6066;72.6066;Waterschap Hollandse Delta;26501.4;20453.3;Cromstrijen;Hoeksewaard;210;420;84;168;Zuid-Holland;Waterschap Hollandse Delta;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;False;False;False;51.71991699783115;4.416372042860243;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
693;Persleiding;1988;552;Asbestcement;Effluentleiding;3474;3474;4.905027;72.6066;72.6066;Waterschap Hollandse Delta;26501.4;20453.3;Cromstrijen;Hoeksewaard;210;420;84;168;Zuid-Holland;Waterschap Hollandse Delta;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;False;False;False;51.71999516663126;4.416403595185489;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
694;Persleiding;1988;552;Asbestcement;Effluentleiding;3474;3474;13.998828;72.6066;72.6066;Waterschap Hollandse Delta;26501.4;20453.3;Cromstrijen;Hoeksewaard;210;420;84;168;Zuid-Holland;Waterschap Hollandse Delta;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;False;False;False;51.72007261327002;4.416456210617141;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
695;Persleiding;1988;552;Asbestcement;Effluentleiding;3474;3474;4.999953;72.6066;72.6066;Waterschap Hollandse Delta;26501.4;20453.3;Cromstrijen;Hoeksewaard;210;420;84;168;Zuid-Holland;Waterschap Hollandse Delta;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;False;False;False;51.7201481516657;4.416520291888648;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
696;Persleiding;0;552;Asbestcement;Effluentleiding;3474;3474;79.259387;72.6066;72.6066;Waterschap Hollandse Delta;26501.4;20453.3;Cromstrijen;Hoeksewaard;210;420;84;168;Zuid-Holland;Waterschap Hollandse Delta;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;False;False;False;51.720483624204164;4.416803076573261;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
697;Persleiding;0;600;Glad Staal;Effluentleiding;3474;3474;102.27224;72.6066;72.6066;Waterschap Hollandse Delta;26501.4;20453.3;Cromstrijen;Hoeksewaard;210;420;84;168;Zuid-Holland;Waterschap Hollandse Delta;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;False;False;False;51.72115080619272;4.417180767823967;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
698;Persleiding;0;552;Asbestcement;Effluentleiding;3474;3474;34.00897;72.6066;72.6066;Waterschap Hollandse Delta;26501.4;20453.3;Cromstrijen;Hoeksewaard;210;420;84;168;Zuid-Holland;Waterschap Hollandse Delta;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;False;False;False;51.721569456603774;4.417672012238347;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
699;Persleiding;0;552;Asbestcement;Effluentleiding;3474;3474;25.382994;72.6066;72.6066;Waterschap Hollandse Delta;26501.4;20453.3;Cromstrijen;Hoeksewaard;210;420;84;168;Zuid-Holland;Waterschap Hollandse Delta;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;False;False;False;51.72181196120344;4.4178513728662;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
700;Persleiding;1988;552;Asbestcement;Effluentleiding;3474;3474;23.192636;72.6066;72.6066;Waterschap Hollandse Delta;26501.4;20453.3;Cromstrijen;Hoeksewaard;210;420;84;168;Zuid-Holland;Waterschap Hollandse Delta;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;False;False;False;51.72200581812353;4.4180060755008945;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
701;Persleiding;1988;552;Asbestcement;Effluentleiding;3474;3474;2.20775;72.6066;72.6066;Waterschap Hollandse Delta;26501.4;20453.3;Cromstrijen;Hoeksewaard;210;420;84;168;Zuid-Holland;Waterschap Hollandse Delta;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;False;False;False;51.72206916721959;4.418129659481664;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
702;Persleiding;1988;552;Asbestcement;Effluentleiding;3474;3474;2.040338;72.6066;72.6066;Waterschap Hollandse Delta;26501.4;20453.3;Cromstrijen;Hoeksewaard;210;420;84;168;Zuid-Holland;Waterschap Hollandse Delta;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;False;False;False;51.72206964338145;4.4181603889606915;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
703;Persleiding;1988;552;Asbestcement;Effluentleiding;3474;3474;3.969875;72.6066;72.6066;Waterschap Hollandse Delta;26501.4;20453.3;Cromstrijen;Hoeksewaard;210;420;84;168;Zuid-Holland;Waterschap Hollandse Delta;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;False;False;False;51.72207031932897;4.418203865070669;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
704;Persleiding;1988;552;Asbestcement;Effluentleiding;3474;3474;1.833048;72.6066;72.6066;Waterschap Hollandse Delta;26501.4;20453.3;Cromstrijen;Hoeksewaard;210;420;84;168;Zuid-Holland;Waterschap Hollandse Delta;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;False;False;False;51.722075740261495;4.418240916470202;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
705;Persleiding;0;0;Beton;Effluentleiding;3474;3474;114.566634;72.6066;72.6066;Waterschap Hollandse Delta;26501.4;20453.3;Cromstrijen;Hoeksewaard;210;420;84;168;Zuid-Holland;Waterschap Hollandse Delta;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;False;False;False;51.72254476627796;4.418613332670731;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
706;Persleiding;2010;560;PE;Effluentleiding;3474;3474;94.063936;72.6066;72.6066;Waterschap Hollandse Delta;26501.4;20453.3;Cromstrijen;Hoeksewaard;210;420;84;168;Zuid-Holland;Waterschap Hollandse Delta;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;False;False;False;51.72338999419232;4.419087056024935;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
707;Persleiding;2010;560;PE;Effluentleiding;3474;3474;328.33234;72.6066;72.6066;Waterschap Hollandse Delta;26501.4;20453.3;Cromstrijen;Hoeksewaard;210;420;84;168;Zuid-Holland;Waterschap Hollandse Delta;BU19630999;GM1963;3281.0;3281LT;BU19630999;GM1963;3281.0;3281LT;BU19630999;GM1963;3281.0;3281LT;False;False;False;51.72505239409031;4.421145862124285;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
708;Persleiding;2010;560;PE;Effluentleiding;3474;3474;26.852043;72.6066;72.6066;Waterschap Hollandse Delta;26501.4;20453.3;Cromstrijen;Hoeksewaard;210;420;84;168;Zuid-Holland;Waterschap Hollandse Delta;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;BU19630999;GM1963;3281.0;3281LX;False;False;False;51.72382650182771;4.41955680398703;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
709;Persleiding;1956;500;Glad Staal;Effluentleiding;3474;3474;189.01527;72.6066;72.6066;Waterschap Hollandse Delta;26501.4;20453.3;Cromstrijen;Hoeksewaard;210;420;84;168;Zuid-Holland;Waterschap Hollandse Delta;BU19639997;GM1963;n.a.;n.a.;BU19639997;GM1963;n.a.;n.a.;BU19639997;GM1963;n.a.;n.a.;False;False;False;51.71865814749343;4.41503073393714;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
710;Persleiding;1956;500;Glad Staal;Effluentleiding;3474;3474;17.517555;72.6066;72.6066;Waterschap Hollandse Delta;26501.4;20453.3;Cromstrijen;Hoeksewaard;210;420;84;168;Zuid-Holland;Waterschap Hollandse Delta;BU19639997;GM1963;n.a.;n.a.;BU19639997;GM1963;n.a.;n.a.;BU19639997;GM1963;n.a.;n.a.;False;False;False;51.71937617978141;4.415973476352543;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
711;Persleiding;0;813;Glad Staal;Effluentleiding;13200;13200;33.134769;275.88;275.88;Waterschap Hollandse Delta;100696.0;77715.4;Barendrecht;Rotterdam-Den Haag;798;1596;319;639;Zuid-Holland;Waterschap Hollandse Delta;BU04893161;GM0489;2992.0;2992SB;BU04893161;GM0489;2992.0;2992SB;BU04893161;GM0489;2992.0;2992SB;False;False;False;51.83284838720127;4.519306414490021;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
712;Persleiding;0;813;Glad Staal;Effluentleiding;13200;13200;9.19179;275.88;275.88;Waterschap Hollandse Delta;100696.0;77715.4;Barendrecht;Rotterdam-Den Haag;798;1596;319;639;Zuid-Holland;Waterschap Hollandse Delta;BU04893161;GM0489;2992.0;2992SB;BU04893161;GM0489;2992.0;2992SB;BU04893161;GM0489;2992.0;2992SB;False;False;False;51.833037602605685;4.519335401185552;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
713;Persleiding;0;813;Glad Staal;Effluentleiding;13200;13200;2.744679;275.88;275.88;Waterschap Hollandse Delta;100696.0;77715.4;Barendrecht;Rotterdam-Den Haag;798;1596;319;639;Zuid-Holland;Waterschap Hollandse Delta;BU04893161;GM0489;2992.0;2992SB;BU04893161;GM0489;2992.0;2992SB;BU04893161;GM0489;2992.0;2992SB;False;False;False;51.83309046488928;4.519350123443894;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
714;Persleiding;0;813;Glad Staal;Effluentleiding;13200;13200;9.899669;275.88;275.88;Waterschap Hollandse Delta;100696.0;77715.4;Barendrecht;Rotterdam-Den Haag;798;1596;319;639;Zuid-Holland;Waterschap Hollandse Delta;BU04893161;GM0489;2992.0;2992SB;BU04893161;GM0489;2992.0;2992SB;BU04893161;GM0489;2992.0;2992SB;False;False;False;51.83314699709161;4.519358617545027;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
715;Persleiding;0;813;Glad Staal;Effluentleiding;13200;13200;3.906139;275.88;275.88;Waterschap Hollandse Delta;100696.0;77715.4;Barendrecht;Rotterdam-Den Haag;798;1596;319;639;Zuid-Holland;Waterschap Hollandse Delta;BU04893161;GM0489;2992.0;2992SB;BU04893161;GM0489;2992.0;2992SB;BU04893161;GM0489;2992.0;2992SB;False;False;False;51.83320891064955;4.519365013061686;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
716;Persleiding;0;813;Glad Staal;Effluentleiding;13200;13200;2.131101;275.88;275.88;Waterschap Hollandse Delta;100696.0;77715.4;Barendrecht;Rotterdam-Den Haag;798;1596;319;639;Zuid-Holland;Waterschap Hollandse Delta;BU04893161;GM0489;2992.0;2992SB;BU04893161;GM0489;2992.0;2992SB;BU04893161;GM0489;2992.0;2992SB;False;False;False;51.833236023746025;4.519366133938477;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
717;Persleiding;2000;800;Gietijzer;Effluentleiding;13200;13200;526.431899;275.88;275.88;Waterschap Hollandse Delta;100696.0;77715.4;Barendrecht;Rotterdam-Den Haag;798;1596;319;639;Zuid-Holland;Waterschap Hollandse Delta;BU04893161;GM0489;2992.0;2992SB;BU04893161;GM0489;2992.0;2992SB;BU04893161;GM0489;2992.0;2992SB;False;False;False;51.83550140064973;4.518668845109794;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
718;Persleiding;2000;800;Glad Staal;Effluentleiding;13200;13200;8.002175;275.88;275.88;Waterschap Hollandse Delta;100696.0;77715.4;Barendrecht;Rotterdam-Den Haag;798;1596;319;639;Zuid-Holland;Waterschap Hollandse Delta;BU04893161;GM0489;2992.0;2992SB;BU04893161;GM0489;2992.0;2992SB;BU04893161;GM0489;2992.0;2992SB;False;False;False;51.83781925400852;4.518042832959523;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
719;Persleiding;2000;800;Glad Staal;Effluentleiding;13200;13200;26.299674;275.88;275.88;Waterschap Hollandse Delta;100696.0;77715.4;Barendrecht;Rotterdam-Den Haag;798;1596;319;639;Zuid-Holland;Waterschap Hollandse Delta;BU04893161;GM0489;2992.0;2992SB;BU04893161;GM0489;2992.0;2992SB;BU04893161;GM0489;2992.0;2992SB;False;False;False;51.83796940656702;4.518099089896871;WarmteAtlas:AquathermieEffluent;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:41;
