waterschap;res_gebied;naamgeving;min_uur;min_gj_ex;opmerking;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;lat;lon;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
Waterschap Limburg;Zuid-Limburg;Haanrade;53.3079166668;3012.62;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU09280205;GM0928;6464;6464EC;BU09280205;GM0928;6464;6464EC;BU09280205;GM0928;6464;6464EC;False;False;False;50.884571973007375;6.075484940159023;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Limburg;Zuid-Limburg;Oost-Maarland;181.48375;10256.3;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19030009;GM1903;6245;6245LB;BU19030009;GM1903;6245;6245LB;BU19030009;GM1903;6245;6245LB;False;False;False;50.7992269325108;5.707721215313439;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Limburg;Zuid-Limburg;Margraten;47.8158333333;2702.24;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19030200;GM1903;6269;6269EX;BU19030200;GM1903;6269;6269EX;BU19030200;GM1903;6269;6269EX;False;False;False;50.827255044789695;5.820417718505579;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Limburg;Zuid-Limburg;Terlinden;24.68375;1394.96;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19030504;GM1903;6255;6255NM;BU19030504;GM1903;6255;6255NM;BU19030504;GM1903;6255;6255NM;False;False;False;50.774867640962356;5.825259055916043;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Limburg;Zuid-Limburg;Noorbeek;11.1679166667;0.0;Minimale waarde < 20 m3/uur;BU19030502;GM1903;6255;6255NH;BU19030502;GM1903;6255;6255NH;BU19030502;GM1903;6255;6255NH;False;False;False;50.77072717526128;5.807416061342029;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Limburg;Zuid-Limburg;Mheer;13.1279166667;0.0;Minimale waarde < 20 m3/uur;BU19030500;GM1903;6261;6261NK;BU19030500;GM1903;6261;6261NK;BU19030500;GM1903;6261;6261NK;False;False;False;50.77629313818585;5.789220922408606;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Limburg;Zuid-Limburg;Banholt;5.28791666668;0.0;Minimale waarde < 20 m3/uur;BU19030501;GM1903;6262;6262NP;BU19030501;GM1903;6262;6262NP;BU19030501;GM1903;6262;6262NP;False;False;False;50.79181038300975;5.803735431510893;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
Waterschap Limburg;Zuid-Limburg;Gronsveld;60.76;1716.88;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU19030100;GM1903;6247;6247BK;BU19030100;GM1903;6247;6247BK;BU19030100;GM1903;6247;6247BK;False;False;False;50.80973461086263;5.717384220877122;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord-Holland Zuid;AWTG Velsen Noord;24.3333333334;687.58;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU04530505;GM0453;1951;1951AS;BU04530505;GM0453;1951;1951AS;BU04530505;GM0453;1951;1951AS;False;False;False;52.465752138779706;4.651298445360153;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord-Holland Zuid;AWTG Velsen Noord;24.3333333334;687.58;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU04530505;GM0453;1951;1951AS;BU04530505;GM0453;1951;1951AS;BU04530505;GM0453;1951;1951AS;False;False;False;52.465752138779706;4.651298445360153;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Egmond Binnen;7.79166666665;440.33;Minimale waarde < 20 m3/uur;BU03730500;GM0373;1935;1935BL;BU03730500;GM0373;1935;1935BL;BU03730500;GM0373;1935;1935BL;False;False;False;52.59697317723924;4.659449712283018;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Schoorl;43.15;2438.56;Specifieke berekening minimaal potentieel;BU03730701;GM0373;1871;1871BM;BU03730701;GM0373;1871;1871BM;BU03730701;GM0373;1871;1871BM;False;False;False;52.7067626576107;4.711109792190683;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Bergen;37.22;2103.43;Specifieke berekening minimaal potentieel;BU03730106;GM0373;1862;1862BD;BU03730106;GM0373;1862;1862BD;BU03730106;GM0373;1862;1862BD;False;False;False;52.67525002139354;4.7080754892431065;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Egmond aan de Hoef;43.375;2451.27;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU03730600;GM0373;1934;1934PM;BU03730600;GM0373;1934;1934PM;BU03730600;GM0373;1934;1934PM;False;False;False;52.62360862536364;4.667503678913603;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Egmond aan Zee;22.125;1250.36;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU03730400;GM0373;1931;1931GJ;BU03730400;GM0373;1931;1931GJ;BU03730400;GM0373;1931;1931GJ;False;False;False;52.61796429558885;4.625930206807215;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. De Krim;9.20833333335;520.39;Minimale waarde < 20 m3/uur;BU04480107;GM0448;1795;1795JV;BU04480107;GM0448;1795;1795JV;BU04480107;GM0448;1795;1795JV;False;False;False;53.156132111518254;4.852613568882452;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Oorsprongweg;13.375;755.86;Minimale waarde < 20 m3/uur;BU04480107;GM0448;1795;1795JM;BU04480107;GM0448;1795;1795JM;BU04480107;GM0448;1795;1795JM;False;False;False;53.135999767479866;4.845681052946803;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Leiden;16.3125;921.87;Minimale waarde < 20 m3/uur;BU04480107;GM0448;1795;1795JR;BU04480107;GM0448;1795;1795JR;BU04480107;GM0448;1795;1795JR;False;False;False;53.10981689389605;4.817084089460487;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Oosterend;4.14583333334;234.29;Minimale waarde < 20 m3/uur;BU04480002;GM0448;1794;1794BG;BU04480002;GM0448;1794;1794BG;BU04480002;GM0448;1794;1794BG;False;False;False;53.08682912485434;4.877312285396677;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Eendracht;1.4375;81.23;Minimale waarde < 20 m3/uur;BU04480007;GM0448;1792;1792CG;BU04480007;GM0448;1792;1792CG;BU04480007;GM0448;1792;1792CG;False;False;False;53.04443786987954;4.8313126831404665;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Den Hoorn;4.41666666666;249.6;Minimale waarde < 20 m3/uur;BU04480005;GM0448;1797;1797AN;BU04480005;GM0448;1797;1797AN;BU04480005;GM0448;1797;1797AN;False;False;False;53.02409015779613;4.75056654694549;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. De Waal;1.33333333333;75.35;Minimale waarde < 20 m3/uur;BU04480003;GM0448;1793;1793AJ;BU04480003;GM0448;1793;1793AJ;BU04480003;GM0448;1793;1793AJ;False;False;False;53.07156388326295;4.821326963041989;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. De Cocksdorp;3.85416666666;217.81;Minimale waarde < 20 m3/uur;BU04480100;GM0448;1795;1795AG;BU04480100;GM0448;1795;1795AG;BU04480100;GM0448;1795;1795AG;False;False;False;53.158360264073586;4.875958165174941;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Den Burg;20.98;1185.65;Specifieke berekening minimaal potentieel;BU04480007;GM0448;1791;1791LA;BU04480007;GM0448;1791;1791LA;BU04480007;GM0448;1791;1791LA;False;False;False;53.049445428284805;4.790770428555702;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. T Horntje;0.75;42.38;Minimale waarde < 20 m3/uur;BU04480008;GM0448;1797;1797SK;BU04480008;GM0448;1797;1797SK;BU04480008;GM0448;1797;1797SK;False;False;False;53.00609707756739;4.785716015262213;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Oudeschild;7.60416666665;429.73;Minimale waarde < 20 m3/uur;BU04480004;GM0448;1792;1792BE;BU04480004;GM0448;1792;1792BE;BU04480004;GM0448;1792;1792BE;False;False;False;53.03410919447431;4.8399790853028835;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. De Koog;37.9166666667;1071.4;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU04480009;GM0448;1796;1796MD;BU04480009;GM0448;1796;1796MD;BU04480009;GM0448;1796;1796MD;False;False;False;53.07688467841046;4.77250359124679;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. De Woude;0.666666666665;37.67;Minimale waarde < 20 m3/uur;BU03830601;GM0383;1489;1489NC;BU03830601;GM0383;1489;1489NC;BU03830601;GM0383;1489;1489NC;False;False;False;52.54589171800332;4.7768092621782845;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Castricum;63.61;3594.83;Specifieke berekening minimaal potentieel;BU03830311;GM0383;1902;1902RP;BU03830311;GM0383;1902;1902RP;BU03830311;GM0383;1902;1902RP;False;False;False;52.53659781619223;4.677580455767268;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Limmen;30.625;1730.72;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU03830721;GM0383;1906;1906AX;BU03830721;GM0383;1906;1906AX;BU03830721;GM0383;1906;1906AX;False;False;False;52.57658866317782;4.701456176310304;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Akersloot;17.7708333334;1004.29;Minimale waarde < 20 m3/uur;BU03830511;GM0383;1921;1921AA;BU03830511;GM0383;1921;1921EV;BU03830511;GM0383;1921;1921EV;False;False;False;52.559865596283906;4.7320510871844075;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Vroonermeer Zuid (Multatulilaan);12.9375;731.14;Minimale waarde < 20 m3/uur;BU03611100;GM0361;1822;1822MN;BU03611100;GM0361;1822;1822MN;BU03611100;GM0361;1822;1822MN;False;False;False;52.65519542242039;4.7710568908570465;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Beverkoog;12.9166666667;729.96;Minimale waarde < 20 m3/uur;BU03610209;GM0361;1822;1822BC;BU03610209;GM0361;1822;1822BC;BU03610209;GM0361;1822;1822BC;False;False;False;52.64714819464584;4.785411956703779;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Oudorperdijkje put Oudorperpolder;2.8125;158.94;Minimale waarde < 20 m3/uur;BU03610203;GM0361;1821;1821AP;BU03610203;GM0361;1821;1821AP;BU03610203;GM0361;1821;1821AP;False;False;False;52.62907247497749;4.761393626888005;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Jan de Heemstraat groot;180.24;10186.01;Specifieke berekening minimaal potentieel;BU03610401;GM0361;1816;1816KB;BU03610401;GM0361;1816;1816KB;BU03610401;GM0361;1816;1816KB;False;False;False;52.63262117254568;4.728982191620936;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Marken-Binnen;1.77083333333;100.07;Minimale waarde < 20 m3/uur;BU03611006;GM0361;1536;1536AG;BU03611006;GM0361;1536;1536AG;BU03611006;GM0361;1536;1536AG;False;False;False;52.53143378993284;4.778936606116926;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Smaragdweg;0.9375;52.98;Minimale waarde < 20 m3/uur;BU03610309;GM0361;1813;1813KZ;BU03610309;GM0361;1813;1813KZ;BU03610309;GM0361;1813;1813KZ;False;False;False;52.61298561486883;4.746189181240462;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Willem de Zwijgerlaan;15.625;883.02;Minimale waarde < 20 m3/uur;BU03610101;GM0361;1814;1814KK;BU03610101;GM0361;1814;1814KK;BU03610101;GM0361;1814;1814KK;False;False;False;52.621170967279916;4.746216429327922;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Toermalijnstraat;2.91666666666;164.83;Minimale waarde < 20 m3/uur;BU03610308;GM0361;1812;1812RL;BU03610308;GM0361;1812;1812RL;BU03610308;GM0361;1812;1812RL;False;False;False;52.60432014174564;4.7448702703108205;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Diamantweg Noord;40.07;2264.49;Specifieke berekening minimaal potentieel;BU03610309;GM0361;1812;1812RC;BU03610309;GM0361;1812;1812RC;BU03610309;GM0361;1812;1812RC;False;False;False;52.60981664906785;4.757468632786705;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Diamantweg Zuid;3.75;211.92;Minimale waarde < 20 m3/uur;BU03610308;GM0361;1812;1812RC;BU03610308;GM0361;1812;1812RC;BU03610308;GM0361;1812;1812RC;False;False;False;52.60204093529378;4.752237515349934;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Romp Zuid;0.0;0.0;Geen debiet data beschikbaar;BU03610308;GM0361;1812;1812RR;BU03610308;GM0361;1812;1812RR;BU03610308;GM0361;1812;1812RR;False;False;False;52.593773945015265;4.7434915760428025;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Bg. Booster Alkmaar Oost;132.69;7498.78;Specifieke berekening minimaal potentieel;BU03611100;GM0361;1822;1822MG;BU03611100;GM0361;1822;1822MG;BU03611100;GM0361;1822;1822MG;False;False;False;52.64953639452821;4.765344350956416;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Grootschermer;1.625;91.83;Minimale waarde < 20 m3/uur;BU03610906;GM0361;1843;1843JS;BU03610906;GM0361;1843;1843JS;BU03610906;GM0361;1843;1843JS;False;False;False;52.580116373786595;4.849124052031224;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. De Rijp;25.8333333334;1459.93;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU03611003;GM0361;1483;1483VK;BU03611003;GM0361;1483;1483VK;BU03611003;GM0361;1483;1483VK;False;False;False;52.552373360669414;4.846526333080157;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Schermerhorn;3.39583333334;191.91;Minimale waarde < 20 m3/uur;BU03610903;GM0361;1636;1636VH;BU03610903;GM0361;1636;1636VH;BU03610903;GM0361;1636;1636VH;False;False;False;52.601562114063775;4.878814896816609;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Jan de Heemstraat klein;11.0833333333;626.35;Minimale waarde < 20 m3/uur;BU03610401;GM0361;1816;1816KB;BU03610401;GM0361;1816;1816KB;BU03610401;GM0361;1816;1816KB;False;False;False;52.6327042716432;4.729058941439011;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Daalmeer;37.6041666667;2125.14;Indicatie minimaal potentieel op basis van veel voorkomende afwijking tov gemiddeld potentieel;BU03610701;GM0361;1827;1827BK;BU03610701;GM0361;1827;1827BK;BU03610701;GM0361;1827;1827BK;False;False;False;52.66970057909977;4.76236968714757;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Zuidschermer;0.5625;31.78;Minimale waarde < 20 m3/uur;BU03610904;GM0361;1846;1846LR;BU03610904;GM0361;1846;1846LR;BU03610904;GM0361;1846;1846LR;False;False;False;52.58434989850753;4.780417746727931;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Stompetoren;7.64583333335;432.09;Minimale waarde < 20 m3/uur;BU03610902;GM0361;1841;1841JB;BU03610902;GM0361;1841;1841JB;BU03610902;GM0361;1841;1841JB;False;False;False;52.61230098961427;4.820359693213055;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Dr. Scheylaan vrijverval;15.5208333333;877.13;Minimale waarde < 20 m3/uur;BU03610200;GM0361;1823;1823AB;BU03610200;GM0361;1823;1823AB;BU03610200;GM0361;1823;1823AB;False;False;False;52.63249556140662;4.7592904117903565;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Oterleek;1.02083333333;57.69;Minimale waarde < 20 m3/uur;BU03610900;GM0361;1842;1842GX;BU03610900;GM0361;1842;1842GX;BU03610900;GM0361;1842;1842GX;False;False;False;52.635873945129305;4.83578044550285;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Zaagmolenbuurt (Hoornsekade) (Rg17);1.85416666667;104.78;Minimale waarde < 20 m3/uur;BU03610200;GM0361;1823;1823BA;BU03610200;GM0361;1823;1823BA;BU03610200;GM0361;1823;1823BA;False;False;False;52.63554396162772;4.754275909566114;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Wilgenlaan;15.6041666667;881.84;Minimale waarde < 20 m3/uur;BU03610201;GM0361;1829;1829HG;BU03610201;GM0361;1829;1829HG;BU03610201;GM0361;1829;1829HG;False;False;False;52.634610098153516;4.779003559686643;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Hooizolder (Rg 29);1.29166666667;72.99;Minimale waarde < 20 m3/uur;BU03610201;GM0361;1822;1822AD;BU03610201;GM0361;1822;1822AD;BU03610201;GM0361;1822;1822AD;False;False;False;52.64074849746691;4.776110510495777;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Overstad (Huiswaarderplein);3.41666666666;193.08;Minimale waarde < 20 m3/uur;BU03610803;GM0361;1823;1823CP;BU03610803;GM0361;1823;1823CP;BU03610803;GM0361;1823;1823CP;False;False;False;52.63573318204188;4.751357236794409;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. De Nollen;2.54166666666;143.63;Minimale waarde < 20 m3/uur;BU03610208;GM0361;1822;1822AL;BU03610208;GM0361;1822;1822AL;BU03610208;GM0361;1822;1822AL;False;False;False;52.64804056796048;4.777836044106473;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Bergerweg;1.54166666667;87.12;Minimale waarde < 20 m3/uur;BU03610409;GM0361;1817;1817ML;BU03610409;GM0361;1817;1817MR;BU03610409;GM0361;1817;1817MR;False;False;False;52.644268357227894;4.724520329332442;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Oudorperdijkje put Schermereiland;3.79166666666;214.28;Minimale waarde < 20 m3/uur;BU03610203;GM0361;1821;1821AP;BU03610203;GM0361;1821;1821AP;BU03610203;GM0361;1821;1821AP;False;False;False;52.62909747714089;4.761410611491909;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Jan van Scorelkade BBB;6.5625;185.43;Minimale waarde < 20 m3/uur;BU03610403;GM0361;1817;1817HJ;BU03610403;GM0361;1817;1817HJ;BU03610403;GM0361;1817;1817HJ;False;False;False;52.64002096411222;4.733286056186021;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Oostsanenkade BBB;0.8125;22.95;Minimale waarde < 20 m3/uur;BU03610402;GM0361;1816;1816CD;BU03610402;GM0361;1816;1816CD;BU03610402;GM0361;1816;1816CD;False;False;False;52.636466723324695;4.732511605902632;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Bergerhof BBB;2.04166666666;57.69;Minimale waarde < 20 m3/uur;BU03610403;GM0361;1817;1817BC;BU03610403;GM0361;1817;1817BC;BU03610403;GM0361;1817;1817BC;False;False;False;52.641103937838885;4.742681264005526;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
HH Hollands Noorderkwartier;Noord Holland Noord;Rg. Huiswaard;42.22;1193.0;Specifieke berekening minimaal potentieel;BU03610502;GM0361;1824;1824GK;BU03610502;GM0361;1824;1824GK;BU03610502;GM0361;1824;1824GK;False;False;False;52.64605974142018;4.753294631126364;WarmteAtlas:TEA_assets_minimale_potentie;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-24T11:35:53;
