buurtcode;bestelautos_totaal;vrachtautos_totaal;bestelautos_ondergrens;bestelautos_bovengrens;vrachtautos_ondergrens;vrachtautos_bovengrens;bedrijfswagens_gewicht_methode;bedrijfswagens_pc4_gelijk_verdeeld;bedrijfswagens_pc4_dekkingsklasse;bedrijfswagens_rdw_peildatum;bedrijfswagens_cbs_split_periode
BU07160009;0;0;0;694;0;28;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07160100;0;0;0;9;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07160109;1;0;1;262;0;21;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07160200;0;0;0;7;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07160209;0;0;0;139;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07160300;0;0;0;18;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07160500;0;0;0;41;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07160509;0;0;0;337;0;9;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07160600;0;0;0;9;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07160609;1;0;1;189;0;6;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07160700;0;0;0;7;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07160709;0;0;0;280;0;7;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07160710;0;0;0;1;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07480000;158;6;117;158;4;6;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07480001;118;4;71;118;3;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07480002;39;1;39;81;1;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07480003;39;1;39;39;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07480004;48;3;26;48;2;3;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU07480005;46;3;46;52;3;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07480006;17;1;17;45;1;2;bedrijfsvestigingen_hj;False;3.0;2026-07-08;2023JJ00
BU07480100;78;4;23;78;1;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07480101;26;1;20;26;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07480102;84;5;62;84;3;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07480103;103;5;77;103;4;5;bedrijfsvestigingen_hj;False;5.0;2026-07-08;2023JJ00
BU07480200;131;5;127;131;5;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07480201;36;0;7;36;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07480202;35;0;11;35;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07480203;18;0;17;18;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07480204;40;4;40;40;4;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07480205;25;1;5;25;0;1;bedrijfsvestigingen_hj;False;4.0;2026-07-08;2023JJ00
BU07480206;17;0;17;18;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07480300;0;0;0;52;0;7;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07480301;22;0;22;29;0;0;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU07480302;12;1;12;68;1;16;bedrijfsvestigingen_hj;False;5.0;2026-07-08;2023JJ00
BU07480306;7;0;7;282;0;121;bedrijfsvestigingen_hj;False;5.0;2026-07-08;2023JJ00
BU07480400;50;3;50;50;3;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07480401;25;1;25;91;1;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07480402;50;3;50;55;3;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07480403;25;1;25;44;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07480404;74;4;24;74;1;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07480405;223;12;78;223;4;12;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07480408;173;9;136;173;7;9;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07480409;98;5;98;241;5;13;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07480500;7;0;7;48;0;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07480507;45;1;6;45;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07480508;44;1;11;44;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07480509;67;2;67;97;2;3;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU08510000;89;3;30;89;1;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08510001;59;2;14;59;0;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08510002;89;3;23;89;1;3;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU08510003;146;6;49;146;3;6;bedrijfsvestigingen_hj;False;3.0;2026-07-08;2023JJ00
BU08510004;30;1;8;30;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08510007;266;8;114;266;4;8;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU08510008;64;2;64;197;2;7;bedrijfsvestigingen_hj;False;3.0;2026-07-08;2023JJ00
BU08510009;30;1;30;162;1;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08510100;223;14;21;223;1;14;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08510109;60;3;60;445;3;22;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU08510200;0;0;0;1;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU08510209;5;0;5;47;0;3;bedrijfsvestigingen_totaal;False;2.0;2026-07-08;2023JJ00
BU08510300;0;0;0;20;0;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08510301;0;0;0;7;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU08510308;0;0;0;182;0;18;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08510309;0;0;0;175;0;18;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08510400;82;5;8;82;1;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08510409;82;5;82;158;5;10;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16550101;428;28;112;428;7;28;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16550102;86;6;86;94;6;6;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16550109;428;28;428;621;28;40;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16550201;40;1;20;40;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16550209;40;1;40;55;1;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU16550307;342;22;342;486;22;32;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16740000;106;0;88;106;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16740001;106;0;55;106;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16740002;33;0;33;49;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16740003;15;0;15;67;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16740100;55;0;27;55;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16740101;56;0;56;86;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16740102;37;0;37;55;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16740200;37;0;37;61;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16740201;37;0;37;48;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16740209;152;11;152;217;11;16;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16740300;11;0;11;19;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16740301;4;0;4;7;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16740302;14;1;14;18;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16740303;11;1;11;25;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16740309;11;1;11;516;1;26;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16740400;14;1;12;14;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16740401;28;2;20;28;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16740402;28;2;15;28;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16740403;14;1;14;18;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16740404;41;3;26;41;2;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16740405;14;1;13;14;1;1;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU16740409;96;6;96;131;6;9;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU16740500;28;2;19;28;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16740501;28;2;18;28;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16740502;41;3;28;41;2;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16740700;0;0;0;24;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16740701;0;0;0;21;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU16740702;0;0;0;30;0;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16740703;0;0;0;22;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16740705;0;0;0;23;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16740706;788;38;22;788;1;38;oppervlakte;False;1.0;2026-07-08;2023JJ00
BU16740709;0;0;0;206;0;12;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16740800;1046;77;925;1046;68;77;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16740801;11;0;11;15;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16740804;0;0;0;12;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16741000;14;1;14;19;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16741009;123;7;119;123;7;7;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU16741100;99;5;81;99;4;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16741108;127;6;123;127;6;6;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU16741109;28;1;28;47;1;2;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU16741200;107;5;28;107;1;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16741209;53;3;53;134;3;6;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16741300;60;11;12;60;2;11;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16741309;60;10;60;111;10;19;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16741400;59;3;3;59;0;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16760500;0;0;0;15;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16760501;0;0;0;134;0;8;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU16760509;0;0;0;126;0;8;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU16760701;0;0;0;1;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU17090700;111;4;31;111;1;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU17090701;77;4;14;77;1;4;bedrijfsvestigingen_totaal;False;4.0;2026-07-08;2023JJ00
BU17090702;72;3;15;72;1;3;bedrijfsvestigingen_totaal;False;5.0;2026-07-08;2023JJ00
BU17090709;16;1;16;278;1;10;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU17090800;0;0;0;12;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU17090809;2;0;2;180;0;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU17090901;0;0;0;5;0;0;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU17090909;2;0;2;212;0;6;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU17091000;0;0;0;2;0;0;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU17091009;49;5;12;49;1;5;bedrijfsvestigingen_totaal;False;5.0;2026-07-08;2023JJ00
BU19240401;0;0;0;4;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19240402;0;0;0;5;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19240403;0;0;0;188;0;6;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU19240502;0;0;0;166;0;8;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19240604;0;0;0;4;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU19240606;0;0;0;393;0;26;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU19241302;11;0;11;90;0;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580001;104;9;104;127;9;12;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580002;150;15;123;150;12;15;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580003;43;4;43;84;4;8;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580004;96;9;83;96;8;9;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580005;176;17;88;176;9;17;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580006;150;15;131;150;13;15;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580100;300;24;122;300;10;24;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU07580101;143;1;143;143;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580102;96;1;85;96;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580103;135;3;115;135;2;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580104;104;1;84;104;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580105;252;17;252;290;17;19;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU07580106;48;1;48;74;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580107;37;1;32;37;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580200;5943;25;3742;5943;16;25;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580201;83;5;83;112;5;6;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580202;98;5;67;98;4;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580203;1608;7;1608;2210;7;10;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580204;1138;5;716;1138;3;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580205;1608;7;1608;3640;7;15;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580300;65;2;44;65;1;2;bedrijfsvestigingen_hj;False;4.0;2026-07-08;2023JJ00
BU07580301;81;3;60;81;2;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580302;44;2;44;72;2;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580303;117;3;100;117;2;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580309;44;8;44;289;8;53;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580400;68;4;68;130;4;10;bedrijfsvestigingen_hj;False;4.0;2026-07-08;2023JJ00
BU07580401;47;2;38;47;1;2;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU07580500;61;4;45;61;2;4;bedrijfsvestigingen_hj;False;5.0;2026-07-08;2023JJ00
BU07580501;159;3;152;159;3;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580502;517;40;260;517;20;40;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU07580503;710;43;568;710;12;43;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580504;111;10;111;150;10;13;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580505;171;15;171;333;15;29;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580506;325;57;66;325;12;57;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580507;210;17;210;242;17;19;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580508;42;7;42;216;7;37;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580509;57;6;57;95;6;10;bedrijfsvestigingen_hj;False;5.0;2026-07-08;2023JJ00
BU07580600;265;19;128;265;9;19;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580601;212;15;140;212;10;15;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580602;75;0;50;75;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580603;124;2;53;124;0;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580604;67;2;39;67;1;2;bedrijfsvestigingen_hj;False;3.0;2026-07-08;2023JJ00
BU07580605;68;3;16;68;1;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580606;68;3;15;68;1;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580607;213;16;213;457;16;34;bedrijfsvestigingen_hj;False;3.0;2026-07-08;2023JJ00
BU07580609;133;6;133;455;6;19;bedrijfsvestigingen_totaal;False;4.0;2026-07-08;2023JJ00
BU07580700;212;11;52;212;3;11;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580701;71;4;30;71;2;4;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580709;47;2;47;253;2;13;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580800;96;6;44;96;3;6;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580809;20;1;20;91;1;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580900;361;13;88;361;3;13;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07580909;40;1;40;323;1;11;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07581000;102;3;61;102;2;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07581008;58;3;58;137;3;6;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07581009;54;2;41;54;1;2;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07660102;46;0;20;46;0;0;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07660114;2;0;2;280;0;60;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07770000;11;0;11;18;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07770001;10;0;10;14;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07770002;97;4;12;97;0;4;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07770003;31;1;14;31;1;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07770004;13;2;13;17;1;2;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07770005;48;2;46;48;2;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07770100;92;144;92;103;144;148;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU07770200;54;2;54;127;2;5;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07771000;20;1;7;20;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07771001;10;0;6;10;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07771002;121;5;6;121;0;5;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07771003;40;2;4;40;0;2;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07771004;10;0;6;10;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07771005;10;0;5;10;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07771006;10;0;10;11;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07771007;20;1;6;20;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07771008;40;2;1;40;0;2;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07771009;5;0;1;5;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07771010;29;1;24;29;1;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07771011;19;1;8;19;0;1;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU07771012;5;0;2;5;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07771013;61;2;27;61;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07771014;20;1;13;20;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07771015;61;2;28;61;1;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07771100;65;10;65;72;10;10;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07771200;71;5;42;71;3;5;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07771201;5;0;5;64;0;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07771202;38;2;38;83;2;3;bedrijfsvestigingen_totaal;False;5.0;2026-07-08;2023JJ00
BU07771203;108;4;108;345;4;13;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07772000;128;2;3;128;0;2;bedrijfsvestigingen_totaal;False;2.0;2026-07-08;2023JJ00
BU07772001;8;0;3;8;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07772002;17;0;8;17;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07772003;8;0;7;8;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07772004;6;0;6;6;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07772005;58;1;3;58;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07772006;19;0;11;19;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07772007;19;0;12;19;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07772008;6;0;4;6;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07772009;16;0;14;16;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07772010;8;0;4;8;0;0;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU07772011;13;0;13;14;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07772100;666;75;653;666;73;75;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07772200;8;0;5;8;0;0;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU07772300;64;1;64;141;1;2;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07772301;8;0;8;105;0;2;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU07772302;8;0;8;87;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07772303;94;2;70;94;1;2;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07790009;109;7;109;218;7;14;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07790100;164;8;33;164;2;8;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07790109;39;2;39;390;2;26;bedrijfsvestigingen_hj;False;4.0;2026-07-08;2023JJ00
BU07790209;14;0;14;85;0;0;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07840102;0;0;0;36;0;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07840105;0;0;0;14;0;1;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07840110;0;0;0;17;0;1;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07840112;0;0;0;264;0;23;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07840208;24;1;24;604;1;34;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU07840209;50;3;10;50;1;3;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07840401;199;19;7;199;1;19;bedrijfsvestigingen_totaal;False;1.0;2026-07-08;2023JJ00
BU07840402;23;2;23;204;2;19;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08260000;113;4;111;113;4;4;bedrijfsvestigingen_hj;False;2.0;2026-07-08;2023JJ00
BU08260100;58;1;58;116;1;3;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08260101;236;5;120;236;3;5;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08260102;67;2;67;102;2;2;bedrijfsvestigingen_hj;False;1.0;2026-07-08;2023JJ00
BU08260200;204;40;64;204;8;40;bedrijfsvestigingen_hj;False;6.0;2026-07-08;2023JJ00
